regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,4096,0,2048,8192,5120,3160.342,3654.017,3537.86,0.7647
mixed,2,1,0.5,4.0,4096,0,8192,32768,20480,5496.647,7219.813,7098.532,0.9296
mixed,2,1,0.5,4.0,4096,512,128,512,320,3372.38,3376.125,3375.326,0.7866
mixed,2,1,0.5,4.0,4096,512,512,2048,1280,3403.52,3427.135,3405.055,0.065
mixed,2,1,0.5,4.0,4096,512,2048,8192,5120,3666.722,4167.274,4036.138,0.738
mixed,2,1,0.5,4.0,4096,512,8192,32768,20480,6038.86,7783.79,7657.265,0.9275
mixed,2,1,0.5,4.0,4096,2048,128,512,320,5066.877,5066.11,5054.62,
mixed,2,1,0.5,4.0,4096,2048,512,2048,1280,5085.34,5102.271,5085.821,0.0284
mixed,2,1,0.5,4.0,4096,2048,2048,8192,5120,5207.871,5661.798,5519.173,0.6858
mixed,2,1,0.5,4.0,4096,2048,8192,32768,20480,7609.514,9475.183,9187.718,0.8459
mixed,2,1,0.5,4.0,4096,8192,128,512,320,11883.734,11890.909,11884.66,0.1291
mixed,2,1,0.5,4.0,4096,8192,512,2048,1280,11926.3,11940.542,11909.59,-1.1733
mixed,2,1,0.5,4.0,4096,8192,2048,8192,5120,11995.83,12053.367,12008.188,0.2148
mixed,2,1,0.5,4.0,4096,8192,8192,32768,20480,13604.916,15538.873,15255.711,0.8536
mixed,2,1,0.5,4.0,4096,20480,128,512,320,25263.752,25270.067,25289.608,4.0944
mixed,2,1,0.5,4.0,4096,20480,512,2048,1280,25319.125,25346.571,25305.261,-0.5051
mixed,2,1,0.5,4.0,4096,20480,2048,8192,5120,25413.276,25459.306,25415.277,0.0435
mixed,2,1,0.5,4.0,4096,20480,8192,32768,20480,25596.343,27528.92,27033.455,0.7436
mixed,2,1,0.5,4.0,16384,0,128,512,320,36239.192,31588.954,31600.581,
mixed,2,1,0.5,4.0,16384,0,512,2048,1280,31855.369,31875.525,31766.181,-4.4249
mixed,2,1,0.5,4.0,16384,0,2048,8192,5120,31857.414,32034.637,31954.115,0.5456
mixed,2,1,0.5,4.0,16384,0,8192,32768,20480,33063.963,34907.292,34425.269,0.7385
mixed,2,1,0.5,4.0,16384,512,128,512,320,33719.174,33698.446,33705.798,
mixed,2,1,0.5,4.0,16384,512,512,2048,1280,33794.7,33757.763,33635.882,
mixed,2,1,0.5,4.0,16384,512,2048,8192,5120,33869.96,33932.495,33843.499,-0.4231
mixed,2,1,0.5,4.0,16384,512,8192,32768,20480,35043.834,36791.772,36284.539,0.7098
mixed,2,1,0.5,4.0,16384,2048,128,512,320,39426.744,39590.767,39432.567,0.0355
mixed,2,1,0.5,4.0,16384,2048,512,2048,1280,39528.476,39318.834,39602.93,
mixed,2,1,0.5,4.0,16384,2048,2048,8192,5120,39529.596,39618.802,39574.422,0.5025
mixed,2,1,0.5,4.0,16384,2048,8192,32768,20480,40565.999,42240.038,41795.358,0.7344
mixed,2,1,0.5,4.0,16384,8192,128,512,320,62347.153,62077.497,62491.681,
mixed,2,1,0.5,4.0,16384,8192,512,2048,1280,62195.289,62631.874,62309.084,0.2606
mixed,2,1,0.5,4.0,16384,8192,2048,8192,5120,62189.278,62629.658,62781.667,1.3452
mixed,2,1,0.5,4.0,16384,8192,8192,32768,20480,62977.488,64472.457,64384.357,0.9411
mixed,2,1,0.5,4.0,16384,20480,128,512,320,108624.767,108544.659,108451.437,
mixed,2,1,0.5,4.0,16384,20480,512,2048,1280,108313.434,108132.688,108623.931,
mixed,2,1,0.5,4.0,16384,20480,2048,8192,5120,108141.903,108404.347,108974.656,3.1731
mixed,2,1,0.5,4.0,16384,20480,8192,32768,20480,109015.208,109296.063,108924.354,-0.3235
mixed,2,1,0.5,4.0,32768,0,128,512,320,123932.433,124223.743,124386.086,1.5573
mixed,2,1,0.5,4.0,32768,0,512,2048,1280,124207.423,123310.266,124226.371,
mixed,2,1,0.5,4.0,32768,0,2048,8192,5120,124354.116,124152.861,123504.985,
mixed,2,1,0.5,4.0,32768,0,8192,32768,20480,123851.064,124574.998,124528.02,0.9351
mixed,2,1,0.5,4.0,32768,512,128,512,320,127091.677,126984.342,127218.823,
mixed,2,1,0.5,4.0,32768,512,512,2048,1280,127166.496,127089.193,127053.407,
mixed,2,1,0.5,4.0,32768,512,2048,8192,5120,127332.401,127540.63,127205.35,-0.6102
mixed,2,1,0.5,4.0,32768,512,8192,32768,20480,127984.034,129108.767,128028.575,0.0396
mixed,2,1,0.5,4.0,32768,2048,128,512,320,138470.903,139055.764,138777.969,0.525
mixed,2,1,0.5,4.0,32768,2048,512,2048,1280,138592.145,138666.165,138528.117,-0.865
mixed,2,1,0.5,4.0,32768,2048,2048,8192,5120,139171.578,139149.528,139231.292,
mixed,2,1,0.5,4.0,32768,2048,8192,32768,20480,139224.778,140196.97,139302.318,0.0798
pure,8,1,0.125,4.0,0,0,128,512,176,66.562,120.514,80.834,0.2645
pure,8,1,0.125,4.0,0,0,512,2048,704,125.57,233.637,153.315,0.2567
pure,8,1,0.125,4.0,0,0,2048,8192,2816,298.852,711.693,378.761,0.1936
pure,8,1,0.125,4.0,0,0,8192,32768,11264,938.161,2522.097,1272.696,0.2112
mixed,8,1,0.125,4.0,16,0,128,512,176,89.73,141.987,112.068,0.4275
mixed,8,1,0.125,4.0,16,0,512,2048,704,157.987,356.006,327.815,0.8576
mixed,8,1,0.125,4.0,16,0,2048,8192,2816,461.961,1215.255,1185.975,0.9611
mixed,8,1,0.125,4.0,16,0,8192,32768,11264,1639.743,4653.562,4628.345,0.9916
mixed,8,1,0.125,4.0,16,512,128,512,176,113.027,211.173,113.091,0.0007
mixed,8,1,0.125,4.0,16,512,512,2048,704,233.38,435.593,327.077,0.4634
mixed,8,1,0.125,4.0,16,512,2048,8192,2816,546.251,1303.129,1188.246,0.8482
mixed,8,1,0.125,4.0,16,512,8192,32768,11264,1737.858,4772.538,4634.04,0.9544
mixed,8,1,0.125,4.0,16,2048,128,512,176,328.904,330.151,328.774,-0.1043
mixed,8,1,0.125,4.0,16,2048,512,2048,704,329.16,642.029,330.343,0.0038
mixed,8,1,0.125,4.0,16,2048,2048,8192,2816,764.175,1526.622,1186.743,0.5542
mixed,8,1,0.125,4.0,16,2048,8192,32768,11264,1952.677,4989.885,4633.016,0.8825
mixed,8,1,0.125,4.0,16,8192,128,512,176,1190.742,1195.768,1194.326,0.7131
mixed,8,1,0.125,4.0,16,8192,512,2048,704,1193.56,1198.838,1194.326,0.1451
mixed,8,1,0.125,4.0,16,8192,2048,8192,2816,1198.676,2374.445,1196.47,-0.0019
mixed,8,1,0.125,4.0,16,8192,8192,32768,11264,2814.804,5851.471,4631.798,0.5984
mixed,8,1,0.125,4.0,16,20480,128,512,176,2909.974,2912.373,2910.006,0.0133
mixed,8,1,0.125,4.0,16,20480,512,2048,704,2910.327,2916.087,2912.246,0.3332
mixed,8,1,0.125,4.0,16,20480,2048,8192,2816,2924.695,2925.848,2924.857,0.1405
mixed,8,1,0.125,4.0,16,20480,8192,32768,11264,3239.036,7582.991,4635.29,0.3214
mixed,8,1,0.125,4.0,64,0,128,512,176,93.281,144.803,113.057,0.3838
mixed,8,1,0.125,4.0,64,0,512,2048,704,168.291,360.039,328.358,0.8348
mixed,8,1,0.125,4.0,64,0,2048,8192,2816,466.569,1214.87,1187.639,0.9636
mixed,8,1,0.125,4.0,64,0,8192,32768,11264,1643.551,4657.718,4631.703,0.9914
mixed,8,1,0.125,4.0,64,512,128,512,176,115.682,212.035,118.691,0.0312
mixed,8,1,0.125,4.0,64,512,512,2048,704,236.324,443.177,327.942,0.4429
mixed,8,1,0.125,4.0,64,512,2048,8192,2816,549.608,1310.394,1186.773,0.8375
mixed,8,1,0.125,4.0,64,512,8192,32768,11264,1743.072,4772.379,4632.149,0.9537
mixed,8,1,0.125,4.0,64,2048,128,512,176,330.919,335.879,333.479,0.5161
mixed,8,1,0.125,4.0,64,2048,512,2048,704,331.751,643.723,336.262,0.0145
mixed,8,1,0.125,4.0,64,2048,2048,8192,2816,766.031,1526.301,1188.181,0.5553
mixed,8,1,0.125,4.0,64,2048,8192,32768,11264,1959.589,4990.013,4631.702,0.8818
mixed,8,1,0.125,4.0,64,8192,128,512,176,1194.197,1198.648,1197.366,0.712
mixed,8,1,0.125,4.0,64,8192,512,2048,704,1194.359,1200.277,1199.127,0.8057
mixed,8,1,0.125,4.0,64,8192,2048,8192,2816,1200.311,2373.388,1200.662,0.0003
mixed,8,1,0.125,4.0,64,8192,8192,32768,11264,2820.532,5857.069,4627.351,0.595
mixed,8,1,0.125,4.0,64,20480,128,512,176,2920.567,2924.695,2922.873,0.5586
mixed,8,1,0.125,4.0,64,20480,512,2048,704,2920.535,2924.022,2922.614,0.5962
mixed,8,1,0.125,4.0,64,20480,2048,8192,2816,2923.702,2926.776,2922.806,-0.2915
mixed,8,1,0.125,4.0,64,20480,8192,32768,11264,3238.495,7580.685,4638.296,0.3224
mixed,8,1,0.125,4.0,256,0,128,512,176,112.003,197.923,160.676,0.5665
mixed,8,1,0.125,4.0,256,0,512,2048,704,217.252,411.561,378.567,0.8302
mixed,8,1,0.125,4.0,256,0,2048,8192,2816,516.458,1262.392,1227.095,0.9527
mixed,8,1,0.125,4.0,256,0,8192,32768,11264,1692.479,4682.327,4641.721,0.9864
mixed,8,1,0.125,4.0,256,512,128,512,176,187.939,239.556,185.539,-0.0465
mixed,8,1,0.125,4.0,256,512,512,2048,704,254.819,555.02,429.193,0.5809
mixed,8,1,0.125,4.0,256,512,2048,8192,2816,663.82,1423.1,1300.217,0.8382
mixed,8,1,0.125,4.0,256,512,8192,32768,11264,1857.026,4895.579,4713.558,0.9401
mixed,8,1,0.125,4.0,256,2048,128,512,176,399.334,451.241,398.567,-0.0148
mixed,8,1,0.125,4.0,256,2048,512,2048,704,472.072,665.932,453.192,-0.0974
mixed,8,1,0.125,4.0,256,2048,2048,8192,2816,855.056,1843.235,1498.556,0.6512
mixed,8,1,0.125,4.0,256,2048,8192,32768,11264,2276.138,5314.884,4926.747,0.8723
mixed,8,1,0.125,4.0,256,8192,128,512,176,1258.584,1301.4,1254.072,-0.1054
mixed,8,1,0.125,4.0,256,8192,512,2048,704,1327.226,1514.427,1307.096,-0.1075
mixed,8,1,0.125,4.0,256,8192,2048,8192,2816,1625.889,2382.955,1518.141,-0.1423
mixed,8,1,0.125,4.0,256,8192,8192,32768,11264,3237.404,6995.297,5822.732,0.688
mixed,8,1,0.125,4.0,256,20480,128,512,176,2952.985,3010.806,2961.845,0.1532
mixed,8,1,0.125,4.0,256,20480,512,2048,704,3033.463,3223.323,3010.969,-0.1185
mixed,8,1,0.125,4.0,256,20480,2048,8192,2816,3333.791,4095.948,3231.613,-0.1341
mixed,8,1,0.125,4.0,256,20480,8192,32768,11264,4532.66,9282.862,5819.115,0.2708
mixed,8,1,0.125,4.0,1024,0,128,512,176,375.397,419.847,381.161,0.1297
mixed,8,1,0.125,4.0,1024,0,512,2048,704,436.329,724.846,585.74,0.5179
mixed,8,1,0.125,4.0,1024,0,2048,8192,2816,909.553,1780.098,1535.611,0.7192
mixed,8,1,0.125,4.0,1024,0,8192,32768,11264,2218.025,5271.78,5040.732,0.9243
mixed,8,1,0.125,4.0,1024,512,128,512,176,543.243,593.867,550.538,0.1441
mixed,8,1,0.125,4.0,1024,512,512,2048,704,603.915,866.895,694.798,0.3456
mixed,8,1,0.125,4.0,1024,512,2048,8192,2816,1045.716,2140.871,1690.305,0.5886
mixed,8,1,0.125,4.0,1024,512,8192,32768,11264,2583.217,5649.257,5357.345,0.9048
mixed,8,1,0.125,4.0,1024,2048,128,512,176,984.657,1081.138,991.537,0.0713
mixed,8,1,0.125,4.0,1024,2048,512,2048,704,1121.911,1228.12,1117.526,-0.0413
mixed,8,1,0.125,4.0,1024,2048,2048,8192,2816,1328.12,2652.497,1975.62,0.4889
mixed,8,1,0.125,4.0,1024,2048,8192,32768,11264,3307.739,6724.029,5821.742,0.7359
mixed,8,1,0.125,4.0,1024,8192,128,512,176,2659.476,2757.651,2670.355,0.1108
mixed,8,1,0.125,4.0,1024,8192,512,2048,704,2790.07,3191.996,2792.084,0.005
mixed,8,1,0.125,4.0,1024,8192,2048,8192,2816,3409.76,3756.455,3253.086,-0.4519
mixed,8,1,0.125,4.0,1024,8192,8192,32768,11264,4562.007,9484.242,7043.233,0.5041
mixed,8,1,0.125,4.0,1024,20480,128,512,176,6026.608,6117.457,6042.643,0.1765
mixed,8,1,0.125,4.0,1024,20480,512,2048,704,6161.621,6556.122,6163.218,0.004
mixed,8,1,0.125,4.0,1024,20480,2048,8192,2816,6777.628,8307.194,6617.528,-0.1047
mixed,8,1,0.125,4.0,1024,20480,8192,32768,11264,8755.714,12315.973,10434.338,0.4715
mixed,8,1,0.125,4.0,4096,0,128,512,176,2891.125,2932.024,2898.262,0.1745
mixed,8,1,0.125,4.0,4096,0,512,2048,704,2950.552,3131.226,2959.256,0.0482
mixed,8,1,0.125,4.0,4096,0,2048,8192,2816,3210.973,4458.132,3814.151,0.4836
mixed,8,1,0.125,4.0,4096,0,8192,32768,11264,5170.719,10099.676,7874.131,0.5485
mixed,8,1,0.125,4.0,4096,512,128,512,176,3453.758,3495.908,3458.305,0.1079
mixed,8,1,0.125,4.0,4096,512,512,2048,704,3514.051,3680.836,3514.915,0.0052
mixed,8,1,0.125,4.0,4096,512,2048,8192,2816,3782.47,5002.621,4296.721,0.4215
mixed,8,1,0.125,4.0,4096,512,8192,32768,11264,5694.284,10629.51,8440.829,0.5565
mixed,8,1,0.125,4.0,4096,2048,128,512,176,5157.886,5192.993,5163.423,0.1577
mixed,8,1,0.125,4.0,4096,2048,512,2048,704,5224.609,5350.246,5214.497,-0.0805
mixed,8,1,0.125,4.0,4096,2048,2048,8192,2816,5413.413,6489.466,5752.748,0.3154
mixed,8,1,0.125,4.0,4096,2048,8192,32768,11264,7272.008,12197.28,9991.965,0.5522
mixed,8,1,0.125,4.0,4096,8192,128,512,176,11980.257,12028.864,11991.011,0.2212
mixed,8,1,0.125,4.0,4096,8192,512,2048,704,12048.355,12232.23,12055.615,0.0395
mixed,8,1,0.125,4.0,4096,8192,2048,8192,2816,12283.495,12645.93,12281.541,-0.0054
mixed,8,1,0.125,4.0,4096,8192,8192,32768,11264,13187.057,18523.643,15869.798,0.5027
mixed,8,1,0.125,4.0,4096,20480,128,512,176,25368.062,25459.002,25384.829,0.1844
mixed,8,1,0.125,4.0,4096,20480,512,2048,704,25447.455,25718.749,25476.125,0.1057
mixed,8,1,0.125,4.0,4096,20480,2048,8192,2816,25836.294,26269.905,25819.041,-0.0398
mixed,8,1,0.125,4.0,4096,20480,8192,32768,11264,26530.035,30893.634,27815.85,0.2947
mixed,8,1,0.125,4.0,16384,0,128,512,176,36498.665,31854.131,31835.445,
mixed,8,1,0.125,4.0,16384,0,512,2048,704,31856.696,31999.828,31856.374,-0.0022
mixed,8,1,0.125,4.0,16384,0,2048,8192,2816,32098.075,32658.816,32095.967,-0.0038
mixed,8,1,0.125,4.0,16384,0,8192,32768,11264,32980.522,37640.359,35110.224,0.457
mixed,8,1,0.125,4.0,16384,512,128,512,176,33682.943,33727.702,33700.79,0.3987
mixed,8,1,0.125,4.0,16384,512,512,2048,704,33745.557,34152.322,34025.885,0.6892
mixed,8,1,0.125,4.0,16384,512,2048,8192,2816,34240.103,34788.773,34230.585,-0.0173
mixed,8,1,0.125,4.0,16384,512,8192,32768,11264,35111.636,39754.822,37214.933,0.453
mixed,8,1,0.125,4.0,16384,2048,128,512,176,39619.527,39666.12,39597.48,-0.4732
mixed,8,1,0.125,4.0,16384,2048,512,2048,704,39697.357,45320.145,39357.711,-0.0604
mixed,8,1,0.125,4.0,16384,2048,2048,8192,2816,39887.306,40437.461,39914.51,0.0494
mixed,8,1,0.125,4.0,16384,2048,8192,32768,11264,40954.922,45339.544,42647.649,0.3861
mixed,8,1,0.125,4.0,16384,8192,128,512,176,62597.081,62624.61,62631.753,1.2595
mixed,8,1,0.125,4.0,16384,8192,512,2048,704,62631.266,62668.71,62638.691,0.1983
mixed,8,1,0.125,4.0,16384,8192,2048,8192,2816,62835.945,63385.26,62878.444,0.0774
mixed,8,1,0.125,4.0,16384,8192,8192,32768,11264,63613.266,67833.659,65054.002,0.3414
mixed,8,1,0.125,4.0,16384,20480,128,512,176,108744.036,109089.297,108981.746,0.6885
mixed,8,1,0.125,4.0,16384,20480,512,2048,704,108521.344,108846.776,109095.737,1.765
mixed,8,1,0.125,4.0,16384,20480,2048,8192,2816,109077.363,109674.838,109342.841,0.4443
mixed,8,1,0.125,4.0,16384,20480,8192,32768,11264,110386.232,113072.623,110517.211,0.0488
mixed,8,1,0.125,4.0,32768,0,128,512,176,125013.468,124637.984,125266.837,
mixed,8,1,0.125,4.0,32768,0,512,2048,704,124796.078,124962.479,125329.084,3.2031
mixed,8,1,0.125,4.0,32768,0,2048,8192,2816,125275.276,126137.793,125395.961,0.1399
mixed,8,1,0.125,4.0,32768,0,8192,32768,11264,126735.692,129544.33,126757.879,0.0079
mixed,8,1,0.125,4.0,32768,512,128,512,176,128814.118,128864.138,128899.523,1.7074
mixed,8,1,0.125,4.0,32768,512,512,2048,704,128840.939,129141.512,128840.779,-0.0005
mixed,8,1,0.125,4.0,32768,512,2048,8192,2816,129109.422,130256.736,129406.809,0.2592
mixed,8,1,0.125,4.0,32768,512,8192,32768,11264,130291.121,133402.743,130781.2,0.1575
mixed,8,1,0.125,4.0,32768,2048,128,512,176,140855.898,140270.669,140853.257,
mixed,8,1,0.125,4.0,32768,2048,512,2048,704,140393.95,141102.381,140585.507,0.2704
mixed,8,1,0.125,4.0,32768,2048,2048,8192,2816,140823.343,140914.464,140824.559,0.0133
mixed,8,1,0.125,4.0,32768,2048,8192,32768,11264,141603.117,145126.718,142241.608,0.1812
pure,8,2,0.25,4.0,0,0,128,512,224,69.281,121.443,82.948,0.262
pure,8,2,0.25,4.0,0,0,512,2048,896,136.002,243.813,154.759,0.174
pure,8,2,0.25,4.0,0,0,2048,8192,3584,373.735,710.128,381.767,0.0239
pure,8,2,0.25,4.0,0,0,8192,32768,14336,1159.094,2517.488,1279.609,0.0887
mixed,8,2,0.25,4.0,16,0,128,512,224,87.457,141.764,112.131,0.4543
mixed,8,2,0.25,4.0,16,0,512,2048,896,195.554,355.526,328.485,0.831
mixed,8,2,0.25,4.0,16,0,2048,8192,3584,571.245,1212.536,1192.119,0.9682
mixed,8,2,0.25,4.0,16,0,8192,32768,14336,2069.831,4649.562,4635.388,0.9945
mixed,8,2,0.25,4.0,16,512,128,512,224,112.705,211.109,112.707,0.0
mixed,8,2,0.25,4.0,16,512,512,2048,896,270.822,435.369,329.285,0.3553
mixed,8,2,0.25,4.0,16,512,2048,8192,3584,655.116,1306.075,1193.496,0.8271
mixed,8,2,0.25,4.0,16,512,8192,32768,14336,2169.898,4775.837,4634.681,0.9458
mixed,8,2,0.25,4.0,16,2048,128,512,224,328.423,332.806,327.878,-0.1243
mixed,8,2,0.25,4.0,16,2048,512,2048,896,331.623,641.965,330.983,-0.0021
mixed,8,2,0.25,4.0,16,2048,2048,8192,3584,872.368,1524.158,1192.503,0.4912
mixed,8,2,0.25,4.0,16,2048,8192,32768,14336,2388.75,4992.416,4645.179,0.8666
mixed,8,2,0.25,4.0,16,8192,128,512,224,1193.367,1194.742,1190.84,-1.8378
mixed,8,2,0.25,4.0,16,8192,512,2048,896,1197.718,1197.944,1194.808,-12.8761
