regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,8,2,0.25,4.0,16,8192,2048,8192,3584,1198.968,2371.917,1197.145,-0.0016
mixed,8,2,0.25,4.0,16,8192,8192,32768,14336,3247.199,5848.339,4640.475,0.5356
mixed,8,2,0.25,4.0,16,20480,128,512,224,2896.662,2898.264,2896.439,-0.1392
mixed,8,2,0.25,4.0,16,20480,512,2048,896,2923.256,2923.579,2921.335,-5.9474
mixed,8,2,0.25,4.0,16,20480,2048,8192,3584,2924.952,2926.394,2921.913,-2.1075
mixed,8,2,0.25,4.0,16,20480,8192,32768,14336,4098.0,7583.638,4636.572,0.1545
mixed,8,2,0.25,4.0,64,0,128,512,224,94.657,144.418,113.506,0.3788
mixed,8,2,0.25,4.0,64,0,512,2048,896,198.948,360.263,329.639,0.8102
mixed,8,2,0.25,4.0,64,0,2048,8192,3584,572.781,1215.704,1193.528,0.9655
mixed,8,2,0.25,4.0,64,0,8192,32768,14336,2072.36,4653.786,4635.994,0.9931
mixed,8,2,0.25,4.0,64,512,128,512,224,115.617,212.1,118.914,0.0342
mixed,8,2,0.25,4.0,64,512,512,2048,896,278.118,442.217,329.958,0.3159
mixed,8,2,0.25,4.0,64,512,2048,8192,3584,659.15,1310.169,1193.654,0.821
mixed,8,2,0.25,4.0,64,512,8192,32768,14336,2175.306,4781.151,4637.37,0.9448
mixed,8,2,0.25,4.0,64,2048,128,512,224,331.142,336.838,334.502,0.5899
mixed,8,2,0.25,4.0,64,2048,512,2048,896,336.231,643.596,335.912,-0.001
mixed,8,2,0.25,4.0,64,2048,2048,8192,3584,874.129,1528.926,1191.607,0.4848
mixed,8,2,0.25,4.0,64,2048,8192,32768,14336,2394.831,4992.701,4643.162,0.8655
mixed,8,2,0.25,4.0,64,8192,128,512,224,1193.783,1198.361,1195.351,0.3425
mixed,8,2,0.25,4.0,64,8192,512,2048,896,1193.751,1194.138,1193.11,-1.6563
mixed,8,2,0.25,4.0,64,8192,2048,8192,3584,1196.342,2371.853,1201.078,0.004
mixed,8,2,0.25,4.0,64,8192,8192,32768,14336,3254.337,5857.329,4642.137,0.5332
mixed,8,2,0.25,4.0,64,20480,128,512,224,2917.209,2921.88,2919.479,0.486
mixed,8,2,0.25,4.0,64,20480,512,2048,896,2921.528,2922.329,2921.753,0.2809
mixed,8,2,0.25,4.0,64,20480,2048,8192,3584,2924.729,2926.553,2922.679,-1.1239
mixed,8,2,0.25,4.0,64,20480,8192,32768,14336,4099.152,7581.329,4640.983,0.1556
mixed,8,2,0.25,4.0,256,0,128,512,224,113.665,198.948,161.155,0.5569
mixed,8,2,0.25,4.0,256,0,512,2048,896,250.116,410.12,381.639,0.822
mixed,8,2,0.25,4.0,256,0,2048,8192,3584,620.684,1265.146,1229.688,0.945
mixed,8,2,0.25,4.0,256,0,8192,32768,14336,2112.295,4669.912,4647.705,0.9913
mixed,8,2,0.25,4.0,256,512,128,512,224,188.324,239.268,187.235,-0.0214
mixed,8,2,0.25,4.0,256,512,512,2048,896,321.606,555.692,430.344,0.4645
mixed,8,2,0.25,4.0,256,512,2048,8192,3584,774.447,1423.867,1299.384,0.8083
mixed,8,2,0.25,4.0,256,512,8192,32768,14336,2289.548,4893.086,4694.074,0.9236
mixed,8,2,0.25,4.0,256,2048,128,512,224,400.458,450.6,399.56,-0.0179
mixed,8,2,0.25,4.0,256,2048,512,2048,896,505.258,667.436,454.185,-0.3149
mixed,8,2,0.25,4.0,256,2048,2048,8192,3584,1077.397,1845.892,1511.421,0.5648
mixed,8,2,0.25,4.0,256,2048,8192,32768,14336,2711.38,5313.892,4976.989,0.8705
mixed,8,2,0.25,4.0,256,8192,128,512,224,1252.024,1299.098,1255.704,0.0782
mixed,8,2,0.25,4.0,256,8192,512,2048,896,1360.218,1517.853,1307.065,-0.3372
mixed,8,2,0.25,4.0,256,8192,2048,8192,3584,1731.682,2383.245,1520.541,-0.3241
mixed,8,2,0.25,4.0,256,8192,8192,32768,14336,4103.248,6993.476,5827.408,0.5965
mixed,8,2,0.25,4.0,256,20480,128,512,224,2956.633,3019.163,2959.897,0.0522
mixed,8,2,0.25,4.0,256,20480,512,2048,896,3054.941,3213.566,3009.081,-0.2891
mixed,8,2,0.25,4.0,256,20480,2048,8192,3584,3443.778,4098.733,3232.735,-0.3222
mixed,8,2,0.25,4.0,256,20480,8192,32768,14336,4966.975,9283.791,5833.681,0.2008
mixed,8,2,0.25,4.0,1024,0,128,512,224,375.815,420.393,389.126,0.2986
mixed,8,2,0.25,4.0,1024,0,512,2048,896,480.681,726.094,604.107,0.5029
mixed,8,2,0.25,4.0,1024,0,2048,8192,3584,1116.693,1777.442,1563.006,0.6755
mixed,8,2,0.25,4.0,1024,0,8192,32768,14336,2653.907,5264.037,5074.784,0.9275
mixed,8,2,0.25,4.0,1024,512,128,512,224,545.259,593.228,560.779,0.3235
mixed,8,2,0.25,4.0,1024,512,512,2048,896,624.715,867.889,717.58,0.3819
mixed,8,2,0.25,4.0,1024,512,2048,8192,3584,1190.135,2147.562,1712.48,0.5456
mixed,8,2,0.25,4.0,1024,512,8192,32768,14336,3018.524,5650.794,5449.034,0.9234
mixed,8,2,0.25,4.0,1024,2048,128,512,224,987.699,1080.467,1003.701,0.1725
mixed,8,2,0.25,4.0,1024,2048,512,2048,896,1150.261,1229.657,1158.585,0.1048
mixed,8,2,0.25,4.0,1024,2048,2048,8192,3584,1547.008,2649.65,2044.264,0.451
mixed,8,2,0.25,4.0,1024,2048,8192,32768,14336,4090.254,6720.065,6076.019,0.7551
mixed,8,2,0.25,4.0,1024,8192,128,512,224,2661.3,2754.259,2680.533,0.2069
mixed,8,2,0.25,4.0,1024,8192,512,2048,896,2860.984,3195.201,2892.758,0.0951
mixed,8,2,0.25,4.0,1024,8192,2048,8192,3584,3629.445,3755.241,3692.775,0.5034
mixed,8,2,0.25,4.0,1024,8192,8192,32768,14336,5423.751,9481.237,7100.263,0.4132
mixed,8,2,0.25,4.0,1024,20480,128,512,224,6031.062,6119.796,6050.038,0.2139
mixed,8,2,0.25,4.0,1024,20480,512,2048,896,6232.086,6565.118,6267.354,0.1059
mixed,8,2,0.25,4.0,1024,20480,2048,8192,3584,6994.376,8311.647,7114.314,0.0911
mixed,8,2,0.25,4.0,1024,20480,8192,32768,14336,8767.146,12322.604,10499.662,0.4873
mixed,8,2,0.25,4.0,4096,0,128,512,224,2889.783,2933.88,2897.622,0.1778
mixed,8,2,0.25,4.0,4096,0,512,2048,896,2976.633,3134.876,2981.111,0.0283
mixed,8,2,0.25,4.0,4096,0,2048,8192,3584,3370.272,4458.549,3926.537,0.5111
mixed,8,2,0.25,4.0,4096,0,8192,32768,14336,5835.119,10105.09,8070.746,0.5236
mixed,8,2,0.25,4.0,4096,512,128,512,224,3452.708,3492.675,3459.715,0.1753
mixed,8,2,0.25,4.0,4096,512,512,2048,896,3534.755,3681.413,3538.403,0.0249
mixed,8,2,0.25,4.0,4096,512,2048,8192,3584,3883.977,5001.953,4411.38,0.4717
mixed,8,2,0.25,4.0,4096,512,8192,32768,14336,6395.447,10643.882,8649.254,0.5305
mixed,8,2,0.25,4.0,4096,2048,128,512,224,5153.923,5199.461,5164.739,0.2375
mixed,8,2,0.25,4.0,4096,2048,512,2048,896,5249.285,5351.623,5239.238,-0.0982
mixed,8,2,0.25,4.0,4096,2048,2048,8192,3584,5523.532,6499.643,5886.607,0.372
mixed,8,2,0.25,4.0,4096,2048,8192,32768,14336,8001.912,12194.537,10312.711,0.5512
mixed,8,2,0.25,4.0,4096,8192,128,512,224,11976.84,12039.238,11987.875,0.1768
mixed,8,2,0.25,4.0,4096,8192,512,2048,896,12079.687,12219.758,12087.051,0.0526
mixed,8,2,0.25,4.0,4096,8192,2048,8192,3584,12334.322,12646.708,12340.589,0.0201
mixed,8,2,0.25,4.0,4096,8192,8192,32768,14336,14041.23,18556.543,16260.917,0.4916
mixed,8,2,0.25,4.0,4096,20480,128,512,224,25373.928,25447.76,25396.034,0.2994
mixed,8,2,0.25,4.0,4096,20480,512,2048,896,25510.663,25695.175,25501.982,-0.047
mixed,8,2,0.25,4.0,4096,20480,2048,8192,3584,25969.485,26209.909,25907.053,-0.2597
mixed,8,2,0.25,4.0,4096,20480,8192,32768,14336,26710.371,30870.197,28237.721,0.3672
mixed,8,2,0.25,4.0,16384,0,128,512,224,36514.048,31915.272,31898.746,
mixed,8,2,0.25,4.0,16384,0,512,2048,896,31949.95,32077.801,31952.359,0.0188
mixed,8,2,0.25,4.0,16384,0,2048,8192,3584,32239.857,32727.479,32261.066,0.0435
mixed,8,2,0.25,4.0,16384,0,8192,32768,14336,33693.829,37731.191,35628.902,0.4793
mixed,8,2,0.25,4.0,16384,512,128,512,224,33760.167,33799.588,33852.266,2.3363
mixed,8,2,0.25,4.0,16384,512,512,2048,896,33903.147,34028.874,33917.193,0.1117
mixed,8,2,0.25,4.0,16384,512,2048,8192,3584,34174.509,39608.025,34203.758,0.0054
mixed,8,2,0.25,4.0,16384,512,8192,32768,14336,35536.076,39519.06,37433.903,0.4765
mixed,8,2,0.25,4.0,16384,2048,128,512,224,39397.746,39434.259,39543.609,3.9948
mixed,8,2,0.25,4.0,16384,2048,512,2048,896,39724.954,39748.801,39710.816,-0.5929
mixed,8,2,0.25,4.0,16384,2048,2048,8192,3584,39860.412,40319.488,39761.757,-0.2149
mixed,8,2,0.25,4.0,16384,2048,8192,32768,14336,41095.891,45297.997,43073.144,0.4705
mixed,8,2,0.25,4.0,16384,8192,128,512,224,62213.227,62395.439,62425.885,1.1671
mixed,8,2,0.25,4.0,16384,8192,512,2048,896,62737.444,62864.355,62646.584,-0.7159
mixed,8,2,0.25,4.0,16384,8192,2048,8192,3584,63287.271,63136.188,62731.439,
mixed,8,2,0.25,4.0,16384,8192,8192,32768,14336,64323.066,67387.408,65175.689,0.2782
mixed,8,2,0.25,4.0,16384,20480,128,512,224,108592.341,108903.926,108726.718,0.4313
mixed,8,2,0.25,4.0,16384,20480,512,2048,896,109076.582,108755.54,109090.401,
mixed,8,2,0.25,4.0,16384,20480,2048,8192,3584,109527.172,109117.251,109071.295,
mixed,8,2,0.25,4.0,16384,20480,8192,32768,14336,111205.675,113529.209,111267.793,0.0267
mixed,8,2,0.25,4.0,32768,0,128,512,224,125511.842,125409.859,125402.727,
mixed,8,2,0.25,4.0,32768,0,512,2048,896,125339.04,125628.915,125378.187,0.135
mixed,8,2,0.25,4.0,32768,0,2048,8192,3584,125588.772,126029.618,125763.444,0.3962
mixed,8,2,0.25,4.0,32768,0,8192,32768,14336,127216.317,129943.945,127463.07,0.0905
mixed,8,2,0.25,4.0,32768,512,128,512,224,129364.54,129241.538,129163.548,
mixed,8,2,0.25,4.0,32768,512,512,2048,896,129049.38,129361.508,129244.929,0.6265
mixed,8,2,0.25,4.0,32768,512,2048,8192,3584,129527.359,129996.912,129584.625,0.122
mixed,8,2,0.25,4.0,32768,512,8192,32768,14336,130888.487,133784.275,131536.917,0.2239
mixed,8,2,0.25,4.0,32768,2048,128,512,224,140799.524,141001.493,140340.803,-2.2712
mixed,8,2,0.25,4.0,32768,2048,512,2048,896,140966.608,141293.85,141176.39,0.6411
mixed,8,2,0.25,4.0,32768,2048,2048,8192,3584,141416.677,141759.558,141316.238,-0.2929
mixed,8,2,0.25,4.0,32768,2048,8192,32768,14336,142023.186,145312.149,143063.048,0.3162
pure,8,3,0.375,4.0,0,0,128,512,272,90.402,121.955,84.865,-0.1755
pure,8,3,0.375,4.0,0,0,512,2048,1088,180.868,258.053,164.674,-0.2098
pure,8,3,0.375,4.0,0,0,2048,8192,4352,414.921,711.694,419.816,0.0165
pure,8,3,0.375,4.0,0,0,8192,32768,17408,1386.812,2512.147,1355.548,-0.0278
mixed,8,3,0.375,4.0,16,0,128,512,272,107.234,141.794,112.611,0.1556
mixed,8,3,0.375,4.0,16,0,512,2048,1088,211.205,356.169,329.736,0.8177
mixed,8,3,0.375,4.0,16,0,2048,8192,4352,679.182,1216.312,1193.526,0.9576
mixed,8,3,0.375,4.0,16,0,8192,32768,17408,2497.426,4653.852,4630.781,0.9893
mixed,8,3,0.375,4.0,16,512,128,512,272,142.915,211.332,113.155,-0.435
mixed,8,3,0.375,4.0,16,512,512,2048,1088,290.18,436.424,329.702,0.2702
mixed,8,3,0.375,4.0,16,512,2048,8192,4352,762.416,1303.259,1190.104,0.7908
mixed,8,3,0.375,4.0,16,512,8192,32768,17408,2607.124,4763.037,4644.893,0.9452
mixed,8,3,0.375,4.0,16,2048,128,512,272,328.646,330.311,328.646,0.0
mixed,8,3,0.375,4.0,16,2048,512,2048,1088,359.75,641.676,332.166,-0.0978
mixed,8,3,0.375,4.0,16,2048,2048,8192,4352,981.427,1522.429,1192.951,0.391
mixed,8,3,0.375,4.0,16,2048,8192,32768,17408,2823.704,4990.403,4638.298,0.8375
mixed,8,3,0.375,4.0,16,8192,128,512,272,1189.112,1190.007,1188.568,-0.6078
mixed,8,3,0.375,4.0,16,8192,512,2048,1088,1188.855,1199.865,1196.152,0.6628
mixed,8,3,0.375,4.0,16,8192,2048,8192,4352,1293.688,2372.526,1197.175,-0.0895
mixed,8,3,0.375,4.0,16,8192,8192,32768,17408,3684.681,5858.069,4641.917,0.4404
mixed,8,3,0.375,4.0,16,20480,128,512,272,2909.881,2911.452,2908.155,-1.0987
mixed,8,3,0.375,4.0,16,20480,512,2048,1088,2901.656,2906.841,2903.577,0.3705
mixed,8,3,0.375,4.0,16,20480,2048,8192,4352,2912.442,2920.698,2916.602,0.5039
mixed,8,3,0.375,4.0,16,20480,8192,32768,17408,4963.908,7582.069,4646.011,-0.1214
mixed,8,3,0.375,4.0,64,0,128,512,272,113.059,144.227,113.667,0.0195
mixed,8,3,0.375,4.0,64,0,512,2048,1088,220.58,359.591,330.214,0.7887
mixed,8,3,0.375,4.0,64,0,2048,8192,4352,681.422,1215.002,1193.144,0.959
mixed,8,3,0.375,4.0,64,0,8192,32768,17408,2505.105,4654.203,4641.63,0.9941
mixed,8,3,0.375,4.0,64,512,128,512,272,143.809,212.259,118.626,-0.3679
mixed,8,3,0.375,4.0,64,512,512,2048,1088,293.061,443.401,330.822,0.2512
mixed,8,3,0.375,4.0,64,512,2048,8192,4352,767.503,1310.521,1194.166,0.7857
mixed,8,3,0.375,4.0,64,512,8192,32768,17408,2612.724,4775.039,4624.188,0.9302
mixed,8,3,0.375,4.0,64,2048,128,512,272,331.783,335.718,334.278,0.6341
mixed,8,3,0.375,4.0,64,2048,512,2048,1088,360.711,643.692,336.07,-0.0871
mixed,8,3,0.375,4.0,64,2048,2048,8192,4352,985.587,1527.647,1191.831,0.3805
mixed,8,3,0.375,4.0,64,2048,8192,32768,17408,2826.552,4990.816,4642.524,0.8391
mixed,8,3,0.375,4.0,64,8192,128,512,272,1195.159,1198.487,1197.847,0.8077
mixed,8,3,0.375,4.0,64,8192,512,2048,1088,1195.064,1200.28,1199.479,0.8464
mixed,8,3,0.375,4.0,64,8192,2048,8192,4352,1293.241,2371.535,1200.214,-0.0863
mixed,8,3,0.375,4.0,64,8192,8192,32768,17408,3689.385,5856.531,4642.782,0.4399
mixed,8,3,0.375,4.0,64,20480,128,512,272,2900.952,2926.427,2921.179,0.794
mixed,8,3,0.375,4.0,64,20480,512,2048,1088,2917.241,2920.473,2921.626,1.3567
mixed,8,3,0.375,4.0,64,20480,2048,8192,4352,2922.522,2922.812,2922.297,-0.7759
mixed,8,3,0.375,4.0,64,20480,8192,32768,17408,4963.683,7581.462,4640.379,-0.1235
mixed,8,3,0.375,4.0,256,0,128,512,272,144.834,198.435,162.275,0.3254
mixed,8,3,0.375,4.0,256,0,512,2048,1088,270.438,410.854,386.76,0.8284
mixed,8,3,0.375,4.0,256,0,2048,8192,4352,729.485,1260.28,1230.552,0.944
mixed,8,3,0.375,4.0,256,0,8192,32768,17408,2546.033,4683.9,4645.017,0.9818
mixed,8,3,0.375,4.0,256,512,128,512,272,206.211,241.095,189.06,-0.4917
mixed,8,3,0.375,4.0,256,512,512,2048,1088,361.606,555.786,433.832,0.372
mixed,8,3,0.375,4.0,256,512,2048,8192,4352,881.423,1423.964,1305.496,0.7816
mixed,8,3,0.375,4.0,256,512,8192,32768,17408,2722.359,4893.76,4708.988,0.9149
mixed,8,3,0.375,4.0,256,2048,128,512,272,418.472,451.465,402.185,-0.4937
mixed,8,3,0.375,4.0,256,2048,512,2048,1088,527.017,665.55,455.849,-0.5137
mixed,8,3,0.375,4.0,256,2048,2048,8192,4352,1293.946,1841.284,1516.347,0.4063
mixed,8,3,0.375,4.0,256,2048,8192,32768,17408,3142.302,5315.078,4981.121,0.8463
mixed,8,3,0.375,4.0,256,8192,128,512,272,1274.011,1306.872,1253.145,-0.635
mixed,8,3,0.375,4.0,256,8192,512,2048,1088,1380.54,1518.43,1307.77,-0.5277
mixed,8,3,0.375,4.0,256,8192,2048,8192,4352,1840.549,2383.725,1526.206,-0.5787
mixed,8,3,0.375,4.0,256,8192,8192,32768,17408,4826.717,6996.456,5829.009,0.4619
mixed,8,3,0.375,4.0,256,20480,128,512,272,2979.547,3008.572,2956.888,-0.7807
mixed,8,3,0.375,4.0,256,20480,512,2048,1088,3081.691,3225.408,3008.922,-0.5063
mixed,8,3,0.375,4.0,256,20480,2048,8192,4352,3559.303,4100.467,3219.808,-0.6273
mixed,8,3,0.375,4.0,256,20480,8192,32768,17408,5389.319,9283.346,5871.347,0.1238
mixed,8,3,0.375,4.0,1024,0,128,512,272,392.615,419.943,392.583,-0.0012
mixed,8,3,0.375,4.0,1024,0,512,2048,1088,508.746,725.645,626.125,0.5412
mixed,8,3,0.375,4.0,1024,0,2048,8192,4352,1230.264,1775.523,1575.038,0.6323
mixed,8,3,0.375,4.0,1024,0,8192,32768,17408,3090.172,5276.008,5146.244,0.9406
mixed,8,3,0.375,4.0,1024,512,128,512,272,560.397,592.59,569.259,0.2753
mixed,8,3,0.375,4.0,1024,512,512,2048,1088,642.252,867.922,744.334,0.4524
mixed,8,3,0.375,4.0,1024,512,2048,8192,4352,1357.978,2142.697,1736.897,0.4829
mixed,8,3,0.375,4.0,1024,512,8192,32768,17408,3457.155,5651.374,5487.21,0.9252
mixed,8,3,0.375,4.0,1024,2048,128,512,272,1014.547,1082.229,1016.34,0.0265
mixed,8,3,0.375,4.0,1024,2048,512,2048,1088,1167.096,1226.2,1197.719,0.5181
mixed,8,3,0.375,4.0,1024,2048,2048,8192,4352,1753.026,2650.962,2257.39,0.5617
mixed,8,3,0.375,4.0,1024,2048,8192,32768,17408,4532.888,6720.961,6193.976,0.7592
mixed,8,3,0.375,4.0,1024,8192,128,512,272,2687.7,2751.67,2691.508,0.0595
mixed,8,3,0.375,4.0,1024,8192,512,2048,1088,2904.569,3209.219,2904.215,-0.0012
mixed,8,3,0.375,4.0,1024,8192,2048,8192,4352,3712.903,3754.634,3709.639,-0.0782
mixed,8,3,0.375,4.0,1024,8192,8192,32768,17408,6235.544,9486.519,8269.919,0.6258
mixed,8,3,0.375,4.0,1024,20480,128,512,272,6061.013,6125.017,6062.421,0.022
mixed,8,3,0.375,4.0,1024,20480,512,2048,1088,6276.728,6551.33,6268.855,-0.0287
mixed,8,3,0.375,4.0,1024,20480,2048,8192,4352,7208.076,8294.943,7157.291,-0.0467
mixed,8,3,0.375,4.0,1024,20480,8192,32768,17408,8773.357,12323.792,10521.55,0.4924
mixed,8,3,0.375,4.0,4096,0,128,512,272,2905.207,2934.425,2905.338,0.0045
mixed,8,3,0.375,4.0,4096,0,512,2048,1088,2996.858,3131.036,3013.466,0.1238
mixed,8,3,0.375,4.0,4096,0,2048,8192,4352,3544.901,4460.6,4015.949,0.5144
mixed,8,3,0.375,4.0,4096,0,8192,32768,17408,6553.472,10105.7,8227.137,0.4712
mixed,8,3,0.375,4.0,4096,512,128,512,272,3470.404,3492.899,3460.357,-0.4466
mixed,8,3,0.375,4.0,4096,512,512,2048,1088,3561.703,3683.944,3557.893,-0.0312
mixed,8,3,0.375,4.0,4096,512,2048,8192,4352,4066.382,5001.73,4506.231,0.4703
mixed,8,3,0.375,4.0,4096,512,8192,32768,17408,7077.419,10628.364,8840.616,0.4965
mixed,8,3,0.375,4.0,4096,2048,128,512,272,5169.734,5196.132,5174.884,0.1951
mixed,8,3,0.375,4.0,4096,2048,512,2048,1088,5263.749,5349.417,5264.613,0.0101
mixed,8,3,0.375,4.0,4096,2048,2048,8192,4352,5635.15,6498.14,5994.067,0.4159
mixed,8,3,0.375,4.0,4096,2048,8192,32768,17408,8694.89,12189.837,10801.523,0.6028
mixed,8,3,0.375,4.0,4096,8192,128,512,272,12004.295,12034.084,12004.045,-0.0084
mixed,8,3,0.375,4.0,4096,8192,512,2048,1088,12104.591,12210.219,12110.476,0.0557
mixed,8,3,0.375,4.0,4096,8192,2048,8192,4352,12362.638,12644.884,12406.512,0.1554
mixed,8,3,0.375,4.0,4096,8192,8192,32768,17408,14803.039,18549.036,16624.031,0.4861
mixed,8,3,0.375,4.0,4096,20480,128,512,272,25404.948,25438.12,25413.095,0.2456
mixed,8,3,0.375,4.0,4096,20480,512,2048,1088,25541.449,25719.9,25536.742,-0.0264
mixed,8,3,0.375,4.0,4096,20480,2048,8192,4352,26087.446,26212.064,26035.603,-0.416
mixed,8,3,0.375,4.0,4096,20480,8192,32768,17408,27239.764,30894.65,29076.821,0.5026
mixed,8,3,0.375,4.0,16384,0,128,512,272,36512.74,31843.627,31723.108,
mixed,8,3,0.375,4.0,16384,0,512,2048,1088,32056.691,32400.181,32058.695,0.0058
mixed,8,3,0.375,4.0,16384,0,2048,8192,4352,32488.629,32846.883,32590.907,0.2855
mixed,8,3,0.375,4.0,16384,0,8192,32768,17408,34554.487,37829.376,36202.023,0.5031
mixed,8,3,0.375,4.0,16384,512,128,512,272,33953.747,33945.396,34114.9,
mixed,8,3,0.375,4.0,16384,512,512,2048,1088,33997.134,34050.873,33962.3,-0.6482
mixed,8,3,0.375,4.0,16384,512,2048,8192,4352,34374.753,34821.319,34487.622,0.2527
mixed,8,3,0.375,4.0,16384,512,8192,32768,17408,36306.783,39632.513,37876.609,0.472
mixed,8,3,0.375,4.0,16384,2048,128,512,272,39693.061,39778.533,39646.94,-0.5396
mixed,8,3,0.375,4.0,16384,2048,512,2048,1088,39712.646,39892.17,39802.122,0.4984
mixed,8,3,0.375,4.0,16384,2048,2048,8192,4352,39979.433,40488.088,40164.562,0.364
mixed,8,3,0.375,4.0,16384,2048,8192,32768,17408,41889.88,45317.493,43551.732,0.4848
mixed,8,3,0.375,4.0,16384,8192,128,512,272,62605.612,62625.194,62884.493,14.2417
mixed,8,3,0.375,4.0,16384,8192,512,2048,1088,62977.387,63007.152,62830.153,-4.9465
mixed,8,3,0.375,4.0,16384,8192,2048,8192,4352,62848.977,63420.535,62802.258,-0.0817
mixed,8,3,0.375,4.0,16384,8192,8192,32768,17408,64836.948,68137.072,65980.587,0.3465
mixed,8,3,0.375,4.0,16384,20480,128,512,272,109582.685,109085.818,108840.075,
mixed,8,3,0.375,4.0,16384,20480,512,2048,1088,108830.607,108964.32,108721.683,-0.8146
mixed,8,3,0.375,4.0,16384,20480,2048,8192,4352,108934.204,110002.006,109168.511,0.2194
mixed,8,3,0.375,4.0,16384,20480,8192,32768,17408,111300.583,112743.178,111409.256,0.0753
mixed,8,3,0.375,4.0,32768,0,128,512,272,125016.108,124983.679,125189.76,
mixed,8,3,0.375,4.0,32768,0,512,2048,1088,124946.522,124908.887,123717.324,
mixed,8,3,0.375,4.0,32768,0,2048,8192,4352,125162.78,125029.699,124936.637,
mixed,8,3,0.375,4.0,32768,0,8192,32768,17408,127171.726,129934.828,127638.616,0.169
mixed,8,3,0.375,4.0,32768,512,128,512,272,128709.268,128346.035,127947.549,
mixed,8,3,0.375,4.0,32768,512,512,2048,1088,128356.75,128813.66,129058.91,1.5368
mixed,8,3,0.375,4.0,32768,512,2048,8192,4352,129206.618,129648.14,129291.969,0.1933
mixed,8,3,0.375,4.0,32768,512,8192,32768,17408,129965.631,132733.646,131412.111,0.5226
mixed,8,3,0.375,4.0,32768,2048,128,512,272,139135.883,139239.574,139688.547,5.3299
mixed,8,3,0.375,4.0,32768,2048,512,2048,1088,139535.189,139689.483,139290.582,-1.5853
mixed,8,3,0.375,4.0,32768,2048,2048,8192,4352,140091.047,140436.549,140011.664,-0.2298
mixed,8,3,0.375,4.0,32768,2048,8192,32768,17408,141500.209,143770.331,141465.624,-0.0152
pure,8,4,0.5,4.0,0,0,128,512,320,92.515,119.683,84.548,-0.2932
pure,8,4,0.5,4.0,0,0,512,2048,1280,166.692,258.821,196.995,0.3289
pure,8,4,0.5,4.0,0,0,2048,8192,5120,487.593,711.31,485.515,-0.0093
pure,8,4,0.5,4.0,0,0,8192,32768,20480,1613.377,2521.299,1621.985,0.0095
mixed,8,4,0.5,4.0,16,0,128,512,320,105.698,142.018,112.834,0.1965
mixed,8,4,0.5,4.0,16,0,512,2048,1280,248.868,354.056,330.183,0.773
mixed,8,4,0.5,4.0,16,0,2048,8192,5120,783.601,1213.241,1193.56,0.9542
mixed,8,4,0.5,4.0,16,0,8192,32768,20480,2930.107,4646.877,4634.109,0.9926
mixed,8,4,0.5,4.0,16,512,128,512,320,144.579,211.461,114.468,-0.4502
mixed,8,4,0.5,4.0,16,512,512,2048,1280,327.912,437.096,330.792,0.0264
mixed,8,4,0.5,4.0,16,512,2048,8192,5120,868.659,1307.097,1195.288,0.745
mixed,8,4,0.5,4.0,16,512,8192,32768,20480,3041.406,4766.047,4639.42,0.9266
mixed,8,4,0.5,4.0,16,2048,128,512,320,327.462,330.662,329.094,0.51
mixed,8,4,0.5,4.0,16,2048,512,2048,1280,428.072,642.478,332.039,-0.4479
mixed,8,4,0.5,4.0,16,2048,2048,8192,5120,1090.967,1523.326,1194.967,0.2405
mixed,8,4,0.5,4.0,16,2048,8192,32768,20480,3257.76,4988.962,4636.828,0.7966
mixed,8,4,0.5,4.0,16,8192,128,512,320,1191.608,1194.328,1192.251,0.2364
mixed,8,4,0.5,4.0,16,8192,512,2048,1280,1197.176,1197.688,1194.84,-4.5625
mixed,8,4,0.5,4.0,16,8192,2048,8192,5120,1509.501,2369.743,1195.736,-0.3647
mixed,8,4,0.5,4.0,16,8192,8192,32768,20480,4127.314,5858.645,4639.964,0.2961
mixed,8,4,0.5,4.0,16,20480,128,512,320,2910.426,2918.713,2914.682,0.5136
mixed,8,4,0.5,4.0,16,20480,512,2048,1280,2917.784,2918.809,2916.538,-1.2156
mixed,8,4,0.5,4.0,16,20480,2048,8192,5120,2919.676,2925.851,2922.042,0.3832
mixed,8,4,0.5,4.0,16,20480,8192,32768,20480,5825.394,7573.685,4649.437,-0.6726
mixed,8,4,0.5,4.0,64,0,128,512,320,112.898,144.451,113.635,0.0234
mixed,8,4,0.5,4.0,64,0,512,2048,1280,251.013,361.926,331.464,0.7254
mixed,8,4,0.5,4.0,64,0,2048,8192,5120,787.153,1217.304,1193.753,0.9452
mixed,8,4,0.5,4.0,64,0,8192,32768,20480,2932.602,4654.94,4637.979,0.9902
mixed,8,4,0.5,4.0,64,512,128,512,320,145.891,212.42,118.755,-0.4079
mixed,8,4,0.5,4.0,64,512,512,2048,1280,334.406,442.664,331.143,-0.0301
mixed,8,4,0.5,4.0,64,512,2048,8192,5120,877.331,1313.081,1193.497,0.7256
mixed,8,4,0.5,4.0,64,512,8192,32768,20480,3041.118,4772.701,4638.044,0.9222
mixed,8,4,0.5,4.0,64,2048,128,512,320,331.655,335.942,334.118,0.5745
mixed,8,4,0.5,4.0,64,2048,512,2048,1280,428.456,644.204,336.551,-0.426
