pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
16,n<=32,sr<=70%,kvB<=1k,kp<=20k,0.3139,1
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.3476,1
16,n<=32,sr<=70%,kvB<=1k,kp<=512,0.3572,1
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.3629,1
16,n<=32,sr<=70%,kvB<=1k,kp=0,0.379,1
16,n<=32,sr<=70%,kvB<=32k,kp<=20k,0.3013,1
16,n<=32,sr<=70%,kvB<=32k,kp<=2k,0.2127,1
16,n<=32,sr<=70%,kvB<=32k,kp<=512,0.2121,1
16,n<=32,sr<=70%,kvB<=32k,kp<=8k,0.2062,1
16,n<=32,sr<=70%,kvB<=32k,kp=0,0.2119,1
16,n<=32,sr<=70%,kvB<=4k,kp<=20k,0.05,1
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.0766,1
16,n<=32,sr<=70%,kvB<=4k,kp<=512,0.2472,1
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.0833,1
16,n<=32,sr<=70%,kvB<=4k,kp=0,0.2482,1
16,n<=32,sr>70%,kvB<=16k,kp<=20k,-0.0003,2
16,n<=32,sr>70%,kvB<=16k,kp<=2k,0.5285,2
16,n<=32,sr>70%,kvB<=16k,kp<=512,0.5395,2
16,n<=32,sr>70%,kvB<=16k,kp<=8k,0.4288,2
16,n<=32,sr>70%,kvB<=16k,kp=0,0.5321,2
16,n<=32,sr>70%,kvB<=1k,kp<=20k,0.1638,2
16,n<=32,sr>70%,kvB<=1k,kp<=2k,0.431,2
16,n<=32,sr>70%,kvB<=1k,kp<=512,0.8528,2
16,n<=32,sr>70%,kvB<=1k,kp<=8k,0.4557,2
16,n<=32,sr>70%,kvB<=1k,kp=0,0.8431,2
16,n<=32,sr>70%,kvB<=32k,kp<=20k,0.52,2
16,n<=32,sr>70%,kvB<=32k,kp<=2k,0.5047,2
16,n<=32,sr>70%,kvB<=32k,kp<=512,0.4775,2
16,n<=32,sr>70%,kvB<=32k,kp<=8k,0.5099,2
16,n<=32,sr>70%,kvB<=32k,kp=0,0.5133,2
16,n<=32,sr>70%,kvB<=4k,kp<=20k,0.0601,2
16,n<=32,sr>70%,kvB<=4k,kp<=2k,0.5482,2
16,n<=32,sr>70%,kvB<=4k,kp<=512,0.636,2
16,n<=32,sr>70%,kvB<=4k,kp<=8k,0.1354,2
16,n<=32,sr>70%,kvB<=4k,kp=0,0.6231,2
16,n<=8,sr<=15%,kvB<=16k,kp<=20k,0.1405,1
16,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.5542,1
16,n<=8,sr<=15%,kvB<=16k,kp<=512,0.8482,1
16,n<=8,sr<=15%,kvB<=16k,kp<=8k,-0.0019,1
16,n<=8,sr<=15%,kvB<=16k,kp=0,0.9611,1
16,n<=8,sr<=15%,kvB<=1k,kp<=20k,0.0133,1
16,n<=8,sr<=15%,kvB<=1k,kp<=2k,-0.1043,1
16,n<=8,sr<=15%,kvB<=1k,kp<=512,0.0007,1
16,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.7131,1
16,n<=8,sr<=15%,kvB<=1k,kp=0,0.4275,1
16,n<=8,sr<=15%,kvB<=32k,kp<=20k,0.3214,1
16,n<=8,sr<=15%,kvB<=32k,kp<=2k,0.8825,1
16,n<=8,sr<=15%,kvB<=32k,kp<=512,0.9544,1
16,n<=8,sr<=15%,kvB<=32k,kp<=8k,0.5984,1
16,n<=8,sr<=15%,kvB<=32k,kp=0,0.9916,1
16,n<=8,sr<=15%,kvB<=4k,kp<=20k,0.3332,1
16,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.0038,1
16,n<=8,sr<=15%,kvB<=4k,kp<=512,0.4634,1
16,n<=8,sr<=15%,kvB<=4k,kp<=8k,0.1451,1
16,n<=8,sr<=15%,kvB<=4k,kp=0,0.8576,1
16,n<=8,sr<=40%,kvB<=16k,kp<=20k,0.4266,2
16,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.4503,2
16,n<=8,sr<=40%,kvB<=16k,kp<=512,0.8122,2
16,n<=8,sr<=40%,kvB<=16k,kp<=8k,-0.0418,2
16,n<=8,sr<=40%,kvB<=16k,kp=0,0.9638,2
16,n<=8,sr<=40%,kvB<=1k,kp<=20k,-0.6096,2
16,n<=8,sr<=40%,kvB<=1k,kp<=2k,-0.1087,2
16,n<=8,sr<=40%,kvB<=1k,kp<=512,-0.1417,2
16,n<=8,sr<=40%,kvB<=1k,kp<=8k,-1.4718,2
16,n<=8,sr<=40%,kvB<=1k,kp=0,0.3682,2
16,n<=8,sr<=40%,kvB<=32k,kp<=20k,0.055,2
16,n<=8,sr<=40%,kvB<=32k,kp<=2k,0.8547,2
16,n<=8,sr<=40%,kvB<=32k,kp<=512,0.9456,2
16,n<=8,sr<=40%,kvB<=32k,kp<=8k,0.4965,2
16,n<=8,sr<=40%,kvB<=32k,kp=0,0.9924,2
16,n<=8,sr<=40%,kvB<=4k,kp<=20k,0.3461,2
16,n<=8,sr<=40%,kvB<=4k,kp<=2k,-0.0454,2
16,n<=8,sr<=40%,kvB<=4k,kp<=512,0.3178,2
16,n<=8,sr<=40%,kvB<=4k,kp<=8k,0.6571,2
16,n<=8,sr<=40%,kvB<=4k,kp=0,0.825,2
16,n<=8,sr<=70%,kvB<=16k,kp<=20k,0.3832,1
16,n<=8,sr<=70%,kvB<=16k,kp<=2k,0.2405,1
16,n<=8,sr<=70%,kvB<=16k,kp<=512,0.745,1
16,n<=8,sr<=70%,kvB<=16k,kp<=8k,-0.3647,1
16,n<=8,sr<=70%,kvB<=16k,kp=0,0.9542,1
16,n<=8,sr<=70%,kvB<=1k,kp<=20k,0.5136,1
16,n<=8,sr<=70%,kvB<=1k,kp<=2k,0.51,1
16,n<=8,sr<=70%,kvB<=1k,kp<=512,-0.4502,1
16,n<=8,sr<=70%,kvB<=1k,kp<=8k,0.2364,1
16,n<=8,sr<=70%,kvB<=1k,kp=0,0.1965,1
16,n<=8,sr<=70%,kvB<=32k,kp<=20k,-0.6726,1
16,n<=8,sr<=70%,kvB<=32k,kp<=2k,0.7966,1
16,n<=8,sr<=70%,kvB<=32k,kp<=512,0.9266,1
16,n<=8,sr<=70%,kvB<=32k,kp<=8k,0.2961,1
16,n<=8,sr<=70%,kvB<=32k,kp=0,0.9926,1
16,n<=8,sr<=70%,kvB<=4k,kp<=20k,-1.2156,1
16,n<=8,sr<=70%,kvB<=4k,kp<=2k,-0.4479,1
16,n<=8,sr<=70%,kvB<=4k,kp<=512,0.0264,1
16,n<=8,sr<=70%,kvB<=4k,kp<=8k,-4.5625,1
16,n<=8,sr<=70%,kvB<=4k,kp=0,0.773,1
16,n<=8,sr>70%,kvB<=16k,kp<=2k,0.9275,2
16,n<=8,sr>70%,kvB<=16k,kp<=512,0.9426,2
16,n<=8,sr>70%,kvB<=16k,kp<=8k,-1.3827,2
16,n<=8,sr>70%,kvB<=16k,kp=0,0.9888,2
16,n<=8,sr>70%,kvB<=1k,kp<=20k,0.5908,2
16,n<=8,sr>70%,kvB<=1k,kp<=2k,0.791,2
16,n<=8,sr>70%,kvB<=1k,kp<=512,-0.4643,2
16,n<=8,sr>70%,kvB<=1k,kp<=8k,0.9767,2
16,n<=8,sr>70%,kvB<=1k,kp=0,0.9739,2
16,n<=8,sr>70%,kvB<=32k,kp<=20k,-1.4029,2
16,n<=8,sr>70%,kvB<=32k,kp<=2k,0.9768,2
16,n<=8,sr>70%,kvB<=32k,kp<=512,0.9591,2
16,n<=8,sr>70%,kvB<=32k,kp<=8k,0.9905,2
16,n<=8,sr>70%,kvB<=32k,kp=0,0.9987,2
16,n<=8,sr>70%,kvB<=4k,kp<=20k,1.0845,2
16,n<=8,sr>70%,kvB<=4k,kp<=2k,-1.2845,2
16,n<=8,sr>70%,kvB<=4k,kp<=512,0.9082,2
16,n<=8,sr>70%,kvB<=4k,kp<=8k,1.2755,2
16,n<=8,sr>70%,kvB<=4k,kp=0,1.0323,2
64,n<=2,sr<=70%,kvB<=16k,kp<=20k,-0.0898,1
64,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.9896,1
64,n<=2,sr<=70%,kvB<=16k,kp<=512,0.9928,1
64,n<=2,sr<=70%,kvB<=16k,kp=0,0.9823,1
64,n<=2,sr<=70%,kvB<=1k,kp<=20k,1.2643,1
64,n<=2,sr<=70%,kvB<=1k,kp<=2k,0.0907,1
64,n<=2,sr<=70%,kvB<=1k,kp<=512,0.1014,1
64,n<=2,sr<=70%,kvB<=1k,kp<=8k,1.6139,1
64,n<=2,sr<=70%,kvB<=1k,kp=0,0.9793,1
64,n<=2,sr<=70%,kvB<=32k,kp<=20k,0.9982,1
64,n<=2,sr<=70%,kvB<=32k,kp<=2k,0.9958,1
64,n<=2,sr<=70%,kvB<=32k,kp<=512,0.9963,1
64,n<=2,sr<=70%,kvB<=32k,kp<=8k,0.9999,1
64,n<=2,sr<=70%,kvB<=32k,kp=0,0.995,1
64,n<=2,sr<=70%,kvB<=4k,kp<=512,0.9781,1
64,n<=2,sr<=70%,kvB<=4k,kp<=8k,-2.7972,1
64,n<=2,sr<=70%,kvB<=4k,kp=0,0.9736,1
64,n<=32,sr<=15%,kvB<=16k,kp<=20k,-0.0102,3
64,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.2036,3
64,n<=32,sr<=15%,kvB<=16k,kp<=512,0.1972,3
64,n<=32,sr<=15%,kvB<=16k,kp<=8k,-0.0065,3
64,n<=32,sr<=15%,kvB<=16k,kp=0,0.1976,3
64,n<=32,sr<=15%,kvB<=1k,kp<=20k,0.0624,3
64,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0266,3
64,n<=32,sr<=15%,kvB<=1k,kp<=512,0.0174,3
64,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.0462,3
64,n<=32,sr<=15%,kvB<=1k,kp=0,0.2305,3
64,n<=32,sr<=15%,kvB<=32k,kp<=20k,0.1349,3
64,n<=32,sr<=15%,kvB<=32k,kp<=2k,0.2004,3
64,n<=32,sr<=15%,kvB<=32k,kp<=512,0.2004,3
64,n<=32,sr<=15%,kvB<=32k,kp<=8k,0.1999,3
64,n<=32,sr<=15%,kvB<=32k,kp=0,0.1997,3
64,n<=32,sr<=15%,kvB<=4k,kp<=20k,0.034,3
64,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.0297,3
64,n<=32,sr<=15%,kvB<=4k,kp<=512,0.2314,3
64,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.0327,3
64,n<=32,sr<=15%,kvB<=4k,kp=0,0.2017,3
64,n<=32,sr<=40%,kvB<=16k,kp<=20k,-0.0237,1
64,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.2229,1
64,n<=32,sr<=40%,kvB<=16k,kp<=512,0.2194,1
64,n<=32,sr<=40%,kvB<=16k,kp<=8k,-0.0306,1
64,n<=32,sr<=40%,kvB<=16k,kp=0,0.2211,1
64,n<=32,sr<=40%,kvB<=1k,kp<=20k,0.2183,1
64,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.2359,1
64,n<=32,sr<=40%,kvB<=1k,kp<=512,0.2189,1
64,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.2597,1
64,n<=32,sr<=40%,kvB<=1k,kp=0,0.3956,1
64,n<=32,sr<=40%,kvB<=32k,kp<=20k,0.1606,1
64,n<=32,sr<=40%,kvB<=32k,kp<=2k,0.2276,1
64,n<=32,sr<=40%,kvB<=32k,kp<=512,0.2293,1
64,n<=32,sr<=40%,kvB<=32k,kp<=8k,0.2283,1
64,n<=32,sr<=40%,kvB<=32k,kp=0,0.2295,1
64,n<=32,sr<=40%,kvB<=4k,kp<=20k,-0.0872,1
64,n<=32,sr<=40%,kvB<=4k,kp<=2k,-0.0907,1
64,n<=32,sr<=40%,kvB<=4k,kp<=512,0.1809,1
64,n<=32,sr<=40%,kvB<=4k,kp<=8k,-0.0867,1
64,n<=32,sr<=40%,kvB<=4k,kp=0,0.1835,1
64,n<=32,sr<=5%,kvB<=16k,kp<=20k,-0.0238,1
64,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.2244,1
64,n<=32,sr<=5%,kvB<=16k,kp<=512,0.2247,1
64,n<=32,sr<=5%,kvB<=16k,kp<=8k,-0.0177,1
64,n<=32,sr<=5%,kvB<=16k,kp=0,0.2262,1
64,n<=32,sr<=5%,kvB<=1k,kp<=20k,0.0363,1
64,n<=32,sr<=5%,kvB<=1k,kp<=2k,-0.0181,1
64,n<=32,sr<=5%,kvB<=1k,kp<=512,-0.015,1
64,n<=32,sr<=5%,kvB<=1k,kp<=8k,-0.0148,1
64,n<=32,sr<=5%,kvB<=1k,kp=0,0.2194,1
64,n<=32,sr<=5%,kvB<=32k,kp<=20k,0.1152,1
64,n<=32,sr<=5%,kvB<=32k,kp<=2k,0.2234,1
64,n<=32,sr<=5%,kvB<=32k,kp<=512,0.2232,1
64,n<=32,sr<=5%,kvB<=32k,kp<=8k,0.2177,1
64,n<=32,sr<=5%,kvB<=32k,kp=0,0.2218,1
64,n<=32,sr<=5%,kvB<=4k,kp<=20k,-0.0072,1
64,n<=32,sr<=5%,kvB<=4k,kp<=2k,-0.0061,1
64,n<=32,sr<=5%,kvB<=4k,kp<=512,0.2327,1
64,n<=32,sr<=5%,kvB<=4k,kp<=8k,-0.0062,1
64,n<=32,sr<=5%,kvB<=4k,kp=0,0.2346,1
64,n<=32,sr<=70%,kvB<=16k,kp<=20k,0.1648,1
64,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.2226,1
64,n<=32,sr<=70%,kvB<=16k,kp<=512,0.2245,1
64,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.1516,1
64,n<=32,sr<=70%,kvB<=16k,kp=0,0.2227,1
64,n<=32,sr<=70%,kvB<=1k,kp<=20k,0.3783,1
64,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.3459,1
64,n<=32,sr<=70%,kvB<=1k,kp<=512,0.3358,1
64,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.3441,1
64,n<=32,sr<=70%,kvB<=1k,kp=0,0.3938,1
64,n<=32,sr<=70%,kvB<=32k,kp<=20k,0.3014,1
64,n<=32,sr<=70%,kvB<=32k,kp<=2k,0.2085,1
64,n<=32,sr<=70%,kvB<=32k,kp<=512,0.2109,1
64,n<=32,sr<=70%,kvB<=32k,kp<=8k,0.2018,1
64,n<=32,sr<=70%,kvB<=32k,kp=0,0.2086,1
64,n<=32,sr<=70%,kvB<=4k,kp<=20k,0.0685,1
64,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.0654,1
64,n<=32,sr<=70%,kvB<=4k,kp<=512,0.2521,1
64,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.0839,1
64,n<=32,sr<=70%,kvB<=4k,kp=0,0.2506,1
64,n<=32,sr>70%,kvB<=16k,kp<=20k,-0.0009,2
64,n<=32,sr>70%,kvB<=16k,kp<=2k,0.5128,2
64,n<=32,sr>70%,kvB<=16k,kp<=512,0.538,2
64,n<=32,sr>70%,kvB<=16k,kp<=8k,0.4103,2
64,n<=32,sr>70%,kvB<=16k,kp=0,0.5328,2
64,n<=32,sr>70%,kvB<=1k,kp<=20k,0.3244,2
64,n<=32,sr>70%,kvB<=1k,kp<=2k,0.4433,2
64,n<=32,sr>70%,kvB<=1k,kp<=512,0.843,2
64,n<=32,sr>70%,kvB<=1k,kp<=8k,0.397,2
64,n<=32,sr>70%,kvB<=1k,kp=0,0.8565,2
64,n<=32,sr>70%,kvB<=32k,kp<=20k,0.5245,2
64,n<=32,sr>70%,kvB<=32k,kp<=2k,0.5086,2
64,n<=32,sr>70%,kvB<=32k,kp<=512,0.5137,2
64,n<=32,sr>70%,kvB<=32k,kp<=8k,0.5017,2
64,n<=32,sr>70%,kvB<=32k,kp=0,0.5134,2
64,n<=32,sr>70%,kvB<=4k,kp<=20k,0.1323,2
64,n<=32,sr>70%,kvB<=4k,kp<=2k,0.5357,2
64,n<=32,sr>70%,kvB<=4k,kp<=512,0.6268,2
64,n<=32,sr>70%,kvB<=4k,kp<=8k,0.1461,2
64,n<=32,sr>70%,kvB<=4k,kp=0,0.6146,2
64,n<=8,sr<=15%,kvB<=16k,kp<=20k,-0.2915,1
64,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.5553,1
64,n<=8,sr<=15%,kvB<=16k,kp<=512,0.8375,1
64,n<=8,sr<=15%,kvB<=16k,kp<=8k,0.0003,1
64,n<=8,sr<=15%,kvB<=16k,kp=0,0.9636,1
64,n<=8,sr<=15%,kvB<=1k,kp<=20k,0.5586,1
64,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.5161,1
64,n<=8,sr<=15%,kvB<=1k,kp<=512,0.0312,1
64,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.712,1
64,n<=8,sr<=15%,kvB<=1k,kp=0,0.3838,1
64,n<=8,sr<=15%,kvB<=32k,kp<=20k,0.3224,1
64,n<=8,sr<=15%,kvB<=32k,kp<=2k,0.8818,1
64,n<=8,sr<=15%,kvB<=32k,kp<=512,0.9537,1
64,n<=8,sr<=15%,kvB<=32k,kp<=8k,0.595,1
64,n<=8,sr<=15%,kvB<=32k,kp=0,0.9914,1
64,n<=8,sr<=15%,kvB<=4k,kp<=20k,0.5962,1
64,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.0145,1
64,n<=8,sr<=15%,kvB<=4k,kp<=512,0.4429,1
64,n<=8,sr<=15%,kvB<=4k,kp<=8k,0.8057,1
64,n<=8,sr<=15%,kvB<=4k,kp=0,0.8348,1
64,n<=8,sr<=40%,kvB<=16k,kp<=20k,-1.1153,2
64,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.4424,2
64,n<=8,sr<=40%,kvB<=16k,kp<=512,0.8065,2
64,n<=8,sr<=40%,kvB<=16k,kp<=8k,-0.0372,2
64,n<=8,sr<=40%,kvB<=16k,kp=0,0.9629,2
64,n<=8,sr<=40%,kvB<=1k,kp<=20k,0.784,2
64,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.6042,2
64,n<=8,sr<=40%,kvB<=1k,kp<=512,-0.1004,2
64,n<=8,sr<=40%,kvB<=1k,kp<=8k,0.5033,2
64,n<=8,sr<=40%,kvB<=1k,kp=0,0.2776,2
64,n<=8,sr<=40%,kvB<=32k,kp<=20k,0.0548,2
64,n<=8,sr<=40%,kvB<=32k,kp<=2k,0.8546,2
64,n<=8,sr<=40%,kvB<=32k,kp<=512,0.9389,2
64,n<=8,sr<=40%,kvB<=32k,kp<=8k,0.495,2
64,n<=8,sr<=40%,kvB<=32k,kp=0,0.9935,2
64,n<=8,sr<=40%,kvB<=4k,kp<=20k,1.2945,2
64,n<=8,sr<=40%,kvB<=4k,kp<=2k,-0.0405,2
64,n<=8,sr<=40%,kvB<=4k,kp<=512,0.2864,2
64,n<=8,sr<=40%,kvB<=4k,kp<=8k,0.8327,2
64,n<=8,sr<=40%,kvB<=4k,kp=0,0.801,2
64,n<=8,sr<=70%,kvB<=16k,kp<=20k,-0.2105,1
