pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
64,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.2364,1
64,n<=32,sr<=40%,kvB<=1k,kp=0,0.2466,1
64,n<=32,sr<=40%,kvB<=4k,kp<=2k,-0.0087,1
64,n<=32,sr<=40%,kvB<=4k,kp<=512,0.0612,1
64,n<=32,sr<=40%,kvB<=4k,kp<=8k,-0.0368,1
64,n<=32,sr<=40%,kvB<=4k,kp=0,0.0398,1
64,n<=32,sr<=40%,kvB<=8k,kp<=2k,-1.3514,1
64,n<=32,sr<=40%,kvB<=8k,kp<=512,-1.3376,1
64,n<=32,sr<=40%,kvB<=8k,kp<=8k,-1.8869,1
64,n<=32,sr<=40%,kvB<=8k,kp=0,-1.329,1
64,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0493,1
64,n<=32,sr<=5%,kvB<=1k,kp<=512,0.016,1
64,n<=32,sr<=5%,kvB<=1k,kp<=8k,0.0288,1
64,n<=32,sr<=5%,kvB<=1k,kp=0,0.0692,1
64,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0325,1
64,n<=32,sr<=5%,kvB<=4k,kp<=512,0.0828,1
64,n<=32,sr<=5%,kvB<=4k,kp<=8k,0.0348,1
64,n<=32,sr<=5%,kvB<=4k,kp=0,0.0772,1
64,n<=32,sr<=5%,kvB<=8k,kp<=2k,0.0595,1
64,n<=32,sr<=5%,kvB<=8k,kp<=512,0.0529,1
64,n<=32,sr<=5%,kvB<=8k,kp<=8k,-0.0687,1
64,n<=32,sr<=5%,kvB<=8k,kp=0,0.0544,1
64,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.2015,1
64,n<=32,sr<=70%,kvB<=1k,kp<=512,0.1985,1
64,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.1751,1
64,n<=32,sr<=70%,kvB<=1k,kp=0,0.2203,1
64,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.0528,1
64,n<=32,sr<=70%,kvB<=4k,kp<=512,0.0491,1
64,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.0809,1
64,n<=32,sr<=70%,kvB<=4k,kp=0,0.053,1
64,n<=32,sr>70%,kvB<=1k,kp<=2k,0.352,2
64,n<=32,sr>70%,kvB<=1k,kp<=512,0.4611,2
64,n<=32,sr>70%,kvB<=1k,kp<=8k,0.5255,2
64,n<=32,sr>70%,kvB<=1k,kp=0,0.4321,2
64,n<=32,sr>70%,kvB<=4k,kp<=2k,0.2895,2
64,n<=32,sr>70%,kvB<=4k,kp<=512,0.202,2
64,n<=32,sr>70%,kvB<=4k,kp<=8k,0.2654,2
64,n<=32,sr>70%,kvB<=4k,kp=0,0.16,2
64,n<=32,sr>70%,kvB<=8k,kp<=512,-229.2636,1
64,n<=32,sr>70%,kvB<=8k,kp=0,-12381.4219,1
64,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.0476,1
64,n<=8,sr<=15%,kvB<=1k,kp<=512,0.0146,1
64,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.0485,1
64,n<=8,sr<=15%,kvB<=1k,kp=0,0.393,1
64,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.0483,1
64,n<=8,sr<=15%,kvB<=4k,kp<=512,0.2598,1
64,n<=8,sr<=15%,kvB<=4k,kp<=8k,0.0522,1
64,n<=8,sr<=15%,kvB<=4k,kp=0,0.3712,1
64,n<=8,sr<=15%,kvB<=8k,kp<=2k,0.0149,1
64,n<=8,sr<=15%,kvB<=8k,kp<=512,0.1798,1
64,n<=8,sr<=15%,kvB<=8k,kp<=8k,-0.6118,1
64,n<=8,sr<=15%,kvB<=8k,kp=0,0.0425,1
64,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.1439,2
64,n<=8,sr<=40%,kvB<=1k,kp<=512,-0.0015,2
64,n<=8,sr<=40%,kvB<=1k,kp<=8k,0.1174,2
64,n<=8,sr<=40%,kvB<=1k,kp=0,0.3494,2
64,n<=8,sr<=40%,kvB<=4k,kp<=2k,-0.08,2
64,n<=8,sr<=40%,kvB<=4k,kp<=512,0.2786,2
64,n<=8,sr<=40%,kvB<=4k,kp<=8k,-0.0565,2
64,n<=8,sr<=40%,kvB<=4k,kp=0,0.3527,2
64,n<=8,sr<=40%,kvB<=8k,kp<=2k,-1.1038,1
64,n<=8,sr<=40%,kvB<=8k,kp<=512,-0.3668,2
64,n<=8,sr<=40%,kvB<=8k,kp<=8k,-3.0108,1
64,n<=8,sr<=40%,kvB<=8k,kp=0,-0.0884,1
64,n<=8,sr<=70%,kvB<=1k,kp<=2k,0.0566,1
64,n<=8,sr<=70%,kvB<=1k,kp<=512,0.0051,1
64,n<=8,sr<=70%,kvB<=1k,kp<=8k,0.0435,1
64,n<=8,sr<=70%,kvB<=1k,kp=0,0.4743,1
64,n<=8,sr<=70%,kvB<=4k,kp<=2k,-0.3347,1
64,n<=8,sr<=70%,kvB<=4k,kp<=512,0.2404,1
