regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,256,512,512,2048,1280,429.896,562.348,532.682,0.776
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,875.985,874.095,868.016,
mixed,2,1,0.5,4.0,256,2048,128,512,320,671.5,671.786,670.892,-2.1259
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,756.751,962.514,754.638,-0.0103
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,1285.524,1284.663,1277.749,
mixed,2,1,0.5,4.0,256,8192,128,512,320,1250.006,1251.348,1250.677,0.5
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,1255.189,1288.278,1250.773,-0.1335
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,1867.04,1866.913,1583.45,
mixed,2,1,0.5,4.0,1024,0,128,512,320,684.909,709.004,689.866,0.2057
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,831.503,989.074,922.159,0.5753
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,1436.922,1436.378,1357.143,
mixed,2,1,0.5,4.0,1024,512,128,512,320,1114.962,1140.435,1119.283,0.1696
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,1210.9,1373.687,1295.799,0.5215
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,1856.576,1857.056,1771.101,-178.0729
mixed,2,1,0.5,4.0,1024,2048,128,512,320,2383.404,2403.306,2388.713,0.2668
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,2502.028,2595.404,2502.86,0.0089
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,3043.83,3040.084,2933.97,
mixed,2,1,0.5,4.0,1024,8192,128,512,320,3763.84,3798.851,3747.873,-0.4561
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,3910.435,4023.239,3801.537,-0.9654
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,4333.29,4324.65,4313.066,
mixed,2,1,0.5,4.0,4096,0,128,512,320,7535.652,7550.243,7527.876,-0.5329
mixed,2,1,0.5,4.0,4096,0,512,2048,1280,7618.339,7699.46,7622.787,0.0548
mixed,2,1,0.5,4.0,4096,0,2048,8192,5120,7988.871,7975.72,7848.137,
mixed,2,1,0.5,4.0,4096,512,128,512,320,9077.276,9106.433,9086.362,0.3116
mixed,2,1,0.5,4.0,4096,512,512,2048,1280,9185.184,9260.829,9180.092,-0.0673
mixed,2,1,0.5,4.0,4096,512,2048,8192,5120,9528.29,9526.531,9384.354,
mixed,2,1,0.5,4.0,4096,2048,128,512,320,12561.941,12573.949,12428.891,-11.0801
mixed,2,1,0.5,4.0,4096,2048,512,2048,1280,12524.633,12587.098,12518.102,-0.1046
mixed,2,1,0.5,4.0,4096,2048,2048,8192,5120,12973.439,12737.754,12607.548,
mixed,2,1,0.5,4.0,4096,8192,128,512,320,13941.361,13954.959,14200.502,19.0573
mixed,2,1,0.5,4.0,4096,8192,512,2048,1280,14295.027,14413.017,14227.764,-0.5701
mixed,2,1,0.5,4.0,4096,8192,2048,8192,5120,14264.92,14270.131,13907.315,-68.625
pure,8,1,0.125,4.0,0,0,128,512,176,143.779,295.429,195.461,0.3408
pure,8,1,0.125,4.0,0,0,512,2048,704,367.172,956.272,607.659,0.4082
pure,8,1,0.125,4.0,0,0,2048,8192,2816,1278.647,1887.841,1289.302,0.0175
mixed,8,1,0.125,4.0,16,0,128,512,176,169.475,325.094,232.739,0.4065
mixed,8,1,0.125,4.0,16,0,512,2048,704,385.382,970.481,604.428,0.3744
mixed,8,1,0.125,4.0,16,0,2048,8192,2816,1291.414,1894.754,1316.536,0.0416
mixed,8,1,0.125,4.0,16,512,128,512,176,241.253,396.424,246.627,0.0346
mixed,8,1,0.125,4.0,16,512,512,2048,704,457.16,1040.307,610.473,0.2629
mixed,8,1,0.125,4.0,16,512,2048,8192,2816,1361.464,1972.736,1467.193,0.173
mixed,8,1,0.125,4.0,16,2048,128,512,176,453.481,610.921,462.857,0.0596
mixed,8,1,0.125,4.0,16,2048,512,2048,704,667.339,1256.438,698.541,0.053
mixed,8,1,0.125,4.0,16,2048,2048,8192,2816,1585.82,2212.87,1596.124,0.0164
mixed,8,1,0.125,4.0,16,8192,128,512,176,759.885,926.737,768.813,0.0535
mixed,8,1,0.125,4.0,16,8192,512,2048,704,985.203,1592.891,1021.52,0.0598
mixed,8,1,0.125,4.0,16,8192,2048,8192,2816,1937.154,2492.555,1595.455,-0.6152
mixed,8,1,0.125,4.0,64,0,128,512,176,171.747,326.629,232.613,0.393
mixed,8,1,0.125,4.0,64,0,512,2048,704,386.631,971.088,603.594,0.3712
mixed,8,1,0.125,4.0,64,0,2048,8192,2816,1293.558,1895.519,1319.127,0.0425
mixed,8,1,0.125,4.0,64,512,128,512,176,244.164,397.159,246.405,0.0146
mixed,8,1,0.125,4.0,64,512,512,2048,704,458.119,1043.602,610.219,0.2598
mixed,8,1,0.125,4.0,64,512,2048,8192,2816,1365.943,1974.53,1475.386,0.1798
mixed,8,1,0.125,4.0,64,2048,128,512,176,455.974,612.586,463.43,0.0476
mixed,8,1,0.125,4.0,64,2048,512,2048,704,670.059,1257.686,698.443,0.0483
mixed,8,1,0.125,4.0,64,2048,2048,8192,2816,1586.843,2214.087,1596.219,0.0149
mixed,8,1,0.125,4.0,64,8192,128,512,176,762.798,929.745,770.894,0.0485
mixed,8,1,0.125,4.0,64,8192,512,2048,704,990.672,1597.979,1022.385,0.0522
mixed,8,1,0.125,4.0,64,8192,2048,8192,2816,1937.794,2494.41,1597.245,-0.6118
mixed,8,1,0.125,4.0,256,0,128,512,176,223.779,401.894,279.971,0.3155
mixed,8,1,0.125,4.0,256,0,512,2048,704,471.721,1050.547,641.259,0.2929
mixed,8,1,0.125,4.0,256,0,2048,8192,2816,1372.599,1973.122,1449.144,0.1275
mixed,8,1,0.125,4.0,256,512,128,512,176,367.91,520.329,379.111,0.0735
mixed,8,1,0.125,4.0,256,512,512,2048,704,579.337,1252.884,733.198,0.2284
mixed,8,1,0.125,4.0,256,512,2048,8192,2816,1523.579,2133.766,1602.78,0.1298
mixed,8,1,0.125,4.0,256,2048,128,512,176,765.038,944.175,787.982,0.1281
mixed,8,1,0.125,4.0,256,2048,512,2048,704,998.161,1586.618,986.16,-0.0204
mixed,8,1,0.125,4.0,256,2048,2048,8192,2816,1916.802,2534.091,1927.713,0.0177
mixed,8,1,0.125,4.0,256,8192,128,512,176,1342.743,1459.674,1370.744,0.2395
mixed,8,1,0.125,4.0,256,8192,512,2048,704,1595.549,2197.732,1564.508,-0.0515
mixed,8,1,0.125,4.0,256,8192,2048,8192,2816,2376.073,3111.412,2224.231,-0.2065
mixed,8,1,0.125,4.0,1024,0,128,512,176,807.949,946.831,823.821,0.1143
mixed,8,1,0.125,4.0,1024,0,512,2048,704,993.713,1661.406,1162.611,0.253
mixed,8,1,0.125,4.0,1024,0,2048,8192,2816,2022.082,2739.949,2050.915,0.0402
mixed,8,1,0.125,4.0,1024,512,128,512,176,1236.213,1379.255,1254.741,0.1295
mixed,8,1,0.125,4.0,1024,512,512,2048,704,1428.794,2059.586,1538.873,0.1745
mixed,8,1,0.125,4.0,1024,512,2048,8192,2816,2428.168,3162.423,2461.322,0.0452
mixed,8,1,0.125,4.0,1024,2048,128,512,176,2504.843,2676.301,2520.782,0.093
mixed,8,1,0.125,4.0,1024,2048,512,2048,704,2722.095,3259.193,2749.101,0.0503
mixed,8,1,0.125,4.0,1024,2048,2048,8192,2816,3601.28,4393.384,3627.007,0.0325
mixed,8,1,0.125,4.0,1024,8192,128,512,176,3888.353,4065.892,3903.366,0.0846
mixed,8,1,0.125,4.0,1024,8192,512,2048,704,4119.368,4714.96,4135.781,0.0276
mixed,8,1,0.125,4.0,1024,8192,2048,8192,2816,5015.382,5626.687,4770.836,-0.4
mixed,8,1,0.125,4.0,4096,0,128,512,176,7789.732,7947.431,7805.635,0.1008
mixed,8,1,0.125,4.0,4096,0,512,2048,704,8003.562,8576.754,8041.255,0.0658
mixed,8,1,0.125,4.0,4096,0,2048,8192,2816,8871.769,9511.426,8714.163,-0.2464
mixed,8,1,0.125,4.0,4096,512,128,512,176,9339.516,9503.201,9361.12,0.132
mixed,8,1,0.125,4.0,4096,512,512,2048,704,9560.228,10122.828,9580.195,0.0355
mixed,8,1,0.125,4.0,4096,512,2048,8192,2816,10445.999,11073.53,10241.202,-0.3264
mixed,8,1,0.125,4.0,4096,2048,128,512,176,12811.32,12947.164,12821.495,0.0749
mixed,8,1,0.125,4.0,4096,2048,512,2048,704,12988.154,13503.142,12679.288,-0.5998
mixed,8,1,0.125,4.0,4096,2048,2048,8192,2816,13432.258,13933.9,13055.774,-0.7505
mixed,8,1,0.125,4.0,4096,8192,128,512,176,13779.434,13881.834,13792.59,0.1285
mixed,8,1,0.125,4.0,4096,8192,512,2048,704,14553.142,14696.54,13710.152,-5.8787
mixed,8,1,0.125,4.0,4096,8192,2048,8192,2816,14769.211,15202.177,14402.292,-0.8475
pure,8,2,0.25,4.0,0,0,128,512,224,143.779,307.781,236.802,0.5672
pure,8,2,0.25,4.0,0,0,512,2048,896,467.591,957.17,633.609,0.3391
pure,8,2,0.25,4.0,0,0,2048,8192,3584,1601.69,1888.223,1590.363,-0.0395
mixed,8,2,0.25,4.0,16,0,128,512,224,172.995,325.605,235.331,0.4085
mixed,8,2,0.25,4.0,16,0,512,2048,896,485.16,969.649,633.514,0.3062
mixed,8,2,0.25,4.0,16,0,2048,8192,3584,1615.387,1893.44,1587.708,-0.0995
mixed,8,2,0.25,4.0,16,512,128,512,224,244.774,396.902,251.395,0.0435
mixed,8,2,0.25,4.0,16,512,512,2048,896,560.458,1040.082,701.325,0.2937
mixed,8,2,0.25,4.0,16,512,2048,8192,3584,1680.413,1969.474,1585.437,-0.3286
mixed,8,2,0.25,4.0,16,2048,128,512,224,455.271,610.123,490.856,0.2298
mixed,8,2,0.25,4.0,16,2048,512,2048,896,767.949,1255.605,727.82,-0.0823
mixed,8,2,0.25,4.0,16,2048,2048,8192,3584,1913.953,2212.709,1592.698,-1.0753
mixed,8,2,0.25,4.0,16,8192,128,512,224,762.509,928.435,796.621,0.2056
mixed,8,2,0.25,4.0,16,8192,512,2048,896,1096.404,1594.683,1054.226,-0.0846
mixed,8,2,0.25,4.0,16,8192,2048,8192,3584,2272.326,2492.204,1601.629,-3.0503
mixed,8,2,0.25,4.0,64,0,128,512,224,174.979,327.11,236.068,0.4016
mixed,8,2,0.25,4.0,64,0,512,2048,896,487.465,972.08,634.155,0.3027
mixed,8,2,0.25,4.0,64,0,2048,8192,3584,1615.13,1896.321,1590.267,-0.0884
mixed,8,2,0.25,4.0,64,512,128,512,224,247.204,396.997,252.612,0.0361
mixed,8,2,0.25,4.0,64,512,512,2048,896,561.065,1043.377,702.988,0.2943
mixed,8,2,0.25,4.0,64,512,2048,8192,3584,1686.334,1975.649,1585.979,-0.3469
mixed,8,2,0.25,4.0,64,2048,128,512,224,458.632,613.003,492.808,0.2214
mixed,8,2,0.25,4.0,64,2048,512,2048,896,770.701,1256.407,729.678,-0.0845
mixed,8,2,0.25,4.0,64,2048,2048,8192,3584,1922.017,2218.852,1594.363,-1.1038
mixed,8,2,0.25,4.0,64,8192,128,512,224,766.412,929.232,797.261,0.1895
mixed,8,2,0.25,4.0,64,8192,512,2048,896,1098.227,1603.706,1053.746,-0.088
mixed,8,2,0.25,4.0,64,8192,2048,8192,3584,2270.406,2492.746,1600.986,-3.0108
mixed,8,2,0.25,4.0,256,0,128,512,224,225.827,403.047,293.317,0.3808
mixed,8,2,0.25,4.0,256,0,512,2048,896,573.194,1050.994,704.3,0.2744
mixed,8,2,0.25,4.0,256,0,2048,8192,3584,1688.381,1974.402,1608.986,-0.2776
mixed,8,2,0.25,4.0,256,512,128,512,224,369.766,520.521,394.76,0.1658
mixed,8,2,0.25,4.0,256,512,512,2048,896,683.434,1251.701,819.184,0.2389
mixed,8,2,0.25,4.0,256,512,2048,8192,3584,1846.336,2131.91,1688.252,-0.5536
mixed,8,2,0.25,4.0,256,2048,128,512,224,767.15,945.648,802.156,0.1961
mixed,8,2,0.25,4.0,256,2048,512,2048,896,1104.405,1591.193,1065.011,-0.0809
mixed,8,2,0.25,4.0,256,2048,2048,8192,3584,2239.589,2533.612,1937.056,-1.0289
mixed,8,2,0.25,4.0,256,8192,128,512,224,1346.295,1460.601,1380.279,0.2973
mixed,8,2,0.25,4.0,256,8192,512,2048,896,1714.334,2201.444,1669.756,-0.0915
mixed,8,2,0.25,4.0,256,8192,2048,8192,3584,2840.177,3109.142,2231.589,-2.2627
mixed,8,2,0.25,4.0,1024,0,128,512,224,810.19,946.193,839.951,0.2188
mixed,8,2,0.25,4.0,1024,0,512,2048,896,1103.444,1660.571,1232.661,0.2319
mixed,8,2,0.25,4.0,1024,0,2048,8192,3584,2391.625,2746.128,2139.299,-0.7118
mixed,8,2,0.25,4.0,1024,512,128,512,224,1237.619,1379.609,1270.74,0.2333
mixed,8,2,0.25,4.0,1024,512,512,2048,896,1521.786,2057.089,1613.948,0.1722
mixed,8,2,0.25,4.0,1024,512,2048,8192,3584,2813.999,3165.399,2565.005,-0.7086
mixed,8,2,0.25,4.0,1024,2048,128,512,224,2506.345,2673.646,2540.362,0.2033
mixed,8,2,0.25,4.0,1024,2048,512,2048,896,2810.799,3259.578,2809.327,-0.0033
mixed,8,2,0.25,4.0,1024,2048,2048,8192,3584,3990.306,4395.945,3748.031,-0.5973
mixed,8,2,0.25,4.0,1024,8192,128,512,224,3891.491,4058.341,3916.512,0.15
mixed,8,2,0.25,4.0,1024,8192,512,2048,896,4263.88,4715.534,4239.433,-0.0541
mixed,8,2,0.25,4.0,1024,8192,2048,8192,3584,5364.091,5621.343,4990.998,-1.4503
mixed,8,2,0.25,4.0,4096,0,128,512,224,7790.755,7945.989,7825.668,0.2249
mixed,8,2,0.25,4.0,4096,0,512,2048,896,8100.01,8578.769,8100.937,0.0019
mixed,8,2,0.25,4.0,4096,0,2048,8192,3584,9244.445,9509.663,8845.303,-1.505
mixed,8,2,0.25,4.0,4096,512,128,512,224,9348.576,9510.529,9379.519,0.1911
mixed,8,2,0.25,4.0,4096,512,512,2048,896,9658.726,10124.363,9659.975,0.0027
mixed,8,2,0.25,4.0,4096,512,2048,8192,3584,10802.2,11073.114,10375.634,-1.5745
mixed,8,2,0.25,4.0,4096,2048,128,512,224,12811.386,12943.772,12622.712,-1.4252
mixed,8,2,0.25,4.0,4096,2048,512,2048,896,12857.118,13266.307,12862.044,0.012
mixed,8,2,0.25,4.0,4096,2048,2048,8192,3584,14120.816,14445.908,13745.993,-1.153
mixed,8,2,0.25,4.0,4096,8192,128,512,224,14013.039,13884.909,13808.008,
mixed,8,2,0.25,4.0,4096,8192,512,2048,896,13991.408,14696.733,13768.457,-0.3161
mixed,8,2,0.25,4.0,4096,8192,2048,8192,3584,15099.362,15342.308,15519.432,1.7291
pure,8,3,0.375,4.0,0,0,128,512,272,197.957,299.396,240.74,0.4218
pure,8,3,0.375,4.0,0,0,512,2048,1088,512.682,957.424,707.373,0.4378
pure,8,3,0.375,4.0,0,0,2048,8192,4352,1893.665,1888.352,1590.556,
mixed,8,3,0.375,4.0,16,0,128,512,272,221.508,324.358,247.429,0.252
mixed,8,3,0.375,4.0,16,0,512,2048,1088,546.058,969.682,722.348,0.4161
mixed,8,3,0.375,4.0,16,0,2048,8192,4352,1894.56,1892.257,1590.267,
mixed,8,3,0.375,4.0,16,512,128,512,272,292.133,397.03,286.467,-0.054
mixed,8,3,0.375,4.0,16,512,512,2048,1088,616.97,1040.434,727.82,0.2618
mixed,8,3,0.375,4.0,16,512,2048,8192,4352,1975.971,1973.474,1587.675,
mixed,8,3,0.375,4.0,16,2048,128,512,272,507.209,610.25,503.366,-0.0373
mixed,8,3,0.375,4.0,16,2048,512,2048,1088,827.629,1257.141,797.742,-0.0696
mixed,8,3,0.375,4.0,16,2048,2048,8192,4352,2217.509,2216.741,1603.195,
mixed,8,3,0.375,4.0,16,8192,128,512,272,818.893,928.4,813.453,-0.0497
mixed,8,3,0.375,4.0,16,8192,512,2048,1088,1154.515,1589.562,1150.9,-0.0083
mixed,8,3,0.375,4.0,16,8192,2048,8192,4352,2493.289,2493.067,1889.087,
mixed,8,3,0.375,4.0,64,0,128,512,272,223.555,327.558,248.292,0.2378
mixed,8,3,0.375,4.0,64,0,512,2048,1088,546.058,969.074,723.02,0.4183
mixed,8,3,0.375,4.0,64,0,2048,8192,4352,1896.929,1896.385,1589.818,
mixed,8,3,0.375,4.0,64,512,128,512,272,295.235,397.605,286.853,-0.0819
mixed,8,3,0.375,4.0,64,512,512,2048,1088,618.89,1044.146,728.844,0.2586
mixed,8,3,0.375,4.0,64,512,2048,8192,4352,1973.696,1978.05,1589.147,-88.3209
mixed,8,3,0.375,4.0,64,2048,128,512,272,509.193,612.171,506.088,-0.0302
mixed,8,3,0.375,4.0,64,2048,512,2048,1088,830.607,1256.949,798.926,-0.0743
mixed,8,3,0.375,4.0,64,2048,2048,8192,4352,2217.095,2217.062,1604.381,
mixed,8,3,0.375,4.0,64,8192,128,512,272,820.526,930.223,815.983,-0.0414
mixed,8,3,0.375,4.0,64,8192,512,2048,1088,1158.26,1598.011,1151.701,-0.0149
mixed,8,3,0.375,4.0,64,8192,2048,8192,4352,2493.996,2493.196,1889.633,
mixed,8,3,0.375,4.0,256,0,128,512,272,280.836,401.862,307.845,0.2232
mixed,8,3,0.375,4.0,256,0,512,2048,1088,629.9,1050.93,760.397,0.3099
mixed,8,3,0.375,4.0,256,0,2048,8192,4352,1974.276,1975.745,1635.483,-230.6283
mixed,8,3,0.375,4.0,256,512,128,512,272,417.223,520.617,416.454,-0.0074
mixed,8,3,0.375,4.0,256,512,512,2048,1088,742.188,1249.237,852.269,0.2171
mixed,8,3,0.375,4.0,256,512,2048,8192,4352,2136.005,2129.99,1795.072,
mixed,8,3,0.375,4.0,256,2048,128,512,272,837.39,944.688,832.334,-0.0471
mixed,8,3,0.375,4.0,256,2048,512,2048,1088,1158.967,1588.571,1135.637,-0.0543
mixed,8,3,0.375,4.0,256,2048,2048,8192,4352,2537.514,2534.637,1965.761,
mixed,8,3,0.375,4.0,256,8192,128,512,272,1380.76,1458.521,1391.768,0.1416
mixed,8,3,0.375,4.0,256,8192,512,2048,1088,1772.19,2198.214,1762.397,-0.023
mixed,8,3,0.375,4.0,256,8192,2048,8192,4352,3111.159,3110.645,2502.09,
mixed,8,3,0.375,4.0,1024,0,128,512,272,853.231,946.192,857.518,0.0461
mixed,8,3,0.375,4.0,1024,0,512,2048,1088,1169.077,1658.238,1303.351,0.2745
mixed,8,3,0.375,4.0,1024,0,2048,8192,4352,2737.902,2740.591,2238.758,-185.6244
mixed,8,3,0.375,4.0,1024,512,128,512,272,1283.894,1382.905,1293.717,0.0992
mixed,8,3,0.375,4.0,1024,512,512,2048,1088,1574.522,2058.117,1687.067,0.2327
mixed,8,3,0.375,4.0,1024,512,2048,8192,4352,3170.934,3171.924,2663.437,-512.6232
mixed,8,3,0.375,4.0,1024,2048,128,512,272,2559.37,2672.943,2562.251,0.0254
mixed,8,3,0.375,4.0,1024,2048,512,2048,1088,2866.162,3259.509,2892.784,0.0677
mixed,8,3,0.375,4.0,1024,2048,2048,8192,4352,4397.547,4397.964,3869.76,-1265.6763
mixed,8,3,0.375,4.0,1024,8192,128,512,272,3946.052,4057.029,3934.883,-0.1006
mixed,8,3,0.375,4.0,1024,8192,512,2048,1088,4330.539,4717.267,4362.411,0.0824
mixed,8,3,0.375,4.0,1024,8192,2048,8192,4352,5620.928,5616.225,5012.118,
mixed,8,3,0.375,4.0,4096,0,128,512,272,7842.663,7948.266,7851.335,0.0821
mixed,8,3,0.375,4.0,4096,0,512,2048,1088,8155.533,8575.984,8194.09,0.0917
mixed,8,3,0.375,4.0,4096,0,2048,8192,4352,9515.233,9512.163,8964.856,
mixed,8,3,0.375,4.0,4096,512,128,512,272,9396.573,9509.411,9402.177,0.0497
mixed,8,3,0.375,4.0,4096,512,512,2048,1088,9718.917,10123.533,9735.081,0.0399
mixed,8,3,0.375,4.0,4096,512,2048,8192,4352,11074.813,11074.428,10497.236,
mixed,8,3,0.375,4.0,4096,2048,128,512,272,12853.884,12725.978,12640.185,
mixed,8,3,0.375,4.0,4096,2048,512,2048,1088,12909.786,13271.2,12824.345,-0.2364
mixed,8,3,0.375,4.0,4096,2048,2048,8192,4352,14058.161,13823.469,13283.937,
mixed,8,3,0.375,4.0,4096,8192,128,512,272,13815.533,13885.324,14672.891,12.2846
mixed,8,3,0.375,4.0,4096,8192,512,2048,1088,14652.51,15336.616,14663.994,0.0168
mixed,8,3,0.375,4.0,4096,8192,2048,8192,4352,16260.471,15204.994,14566.234,
pure,8,4,0.5,4.0,0,0,128,512,320,191.587,285.893,232.739,0.4364
pure,8,4,0.5,4.0,0,0,512,2048,1280,584.715,955.344,732.237,0.398
pure,8,4,0.5,4.0,0,0,2048,8192,5120,1889.374,1888.959,1590.525,
mixed,8,4,0.5,4.0,16,0,128,512,320,223.651,325.062,272.869,0.4853
mixed,8,4,0.5,4.0,16,0,512,2048,1280,645.706,969.678,731.98,0.2663
mixed,8,4,0.5,4.0,16,0,2048,8192,5120,1894.4,1894.945,1605.372,-530.3266
mixed,8,4,0.5,4.0,16,512,128,512,320,294.116,396.551,297.7,0.035
mixed,8,4,0.5,4.0,16,512,512,2048,1280,719.277,1038.579,797.613,0.2453
mixed,8,4,0.5,4.0,16,512,2048,8192,5120,1971.714,1971.586,1678.079,
mixed,8,4,0.5,4.0,16,2048,128,512,320,508.008,610.058,513.385,0.0527
mixed,8,4,0.5,4.0,16,2048,512,2048,1280,931.088,1256.151,827.983,-0.3172
mixed,8,4,0.5,4.0,16,2048,2048,8192,5120,2216.006,2214.79,1890.337,
mixed,8,4,0.5,4.0,16,8192,128,512,320,820.463,928.015,826.095,0.0524
mixed,8,4,0.5,4.0,16,8192,512,2048,1280,1265.973,1599.772,1245.783,-0.0605
mixed,8,4,0.5,4.0,16,8192,2048,8192,5120,2494.923,2493.867,1890.337,
mixed,8,4,0.5,4.0,64,0,128,512,320,225.86,327.397,274.02,0.4743
mixed,8,4,0.5,4.0,64,0,512,2048,1280,649.868,970.673,730.733,0.2521
mixed,8,4,0.5,4.0,64,0,2048,8192,5120,1890.851,1896.833,1603.708,-48.0012
mixed,8,4,0.5,4.0,64,512,128,512,320,297.22,397.254,297.733,0.0051
mixed,8,4,0.5,4.0,64,512,512,2048,1280,722.924,1044.146,800.141,0.2404
mixed,8,4,0.5,4.0,64,512,2048,8192,5120,1974.817,1975.17,1684.028,-823.7649
mixed,8,4,0.5,4.0,64,2048,128,512,320,510.281,611.53,516.008,0.0566
mixed,8,4,0.5,4.0,64,2048,512,2048,1280,935.822,1257.493,828.173,-0.3347
mixed,8,4,0.5,4.0,64,2048,2048,8192,5120,2220.295,2218.438,1881.058,
mixed,8,4,0.5,4.0,64,8192,128,512,320,823.468,930.063,828.109,0.0435
mixed,8,4,0.5,4.0,64,8192,512,2048,1280,1266.036,1598.301,1248.565,-0.0526
mixed,8,4,0.5,4.0,64,8192,2048,8192,5120,2493.483,2495.499,1897.696,-295.5293
mixed,8,4,0.5,4.0,256,0,128,512,320,282.022,401.639,328.742,0.3906
mixed,8,4,0.5,4.0,256,0,512,2048,1280,731.533,1051.186,823.311,0.2871
mixed,8,4,0.5,4.0,256,0,2048,8192,5120,1973.666,1976.065,1704.189,-112.3289
mixed,8,4,0.5,4.0,256,512,128,512,320,418.823,520.392,431.819,0.128
mixed,8,4,0.5,4.0,256,512,512,2048,1280,843.725,1251.19,939.953,0.2362
mixed,8,4,0.5,4.0,256,512,2048,8192,5120,2138.564,2137.575,1883.006,
mixed,8,4,0.5,4.0,256,2048,128,512,320,839.311,944.912,846.286,0.0661
mixed,8,4,0.5,4.0,256,2048,512,2048,1280,1196.437,1583.356,1188.083,-0.0216
mixed,8,4,0.5,4.0,256,2048,2048,8192,5120,2535.213,2542.125,2224.228,-44.992
mixed,8,4,0.5,4.0,256,8192,128,512,320,1383.288,1460.408,1402.233,0.2457
mixed,8,4,0.5,4.0,256,8192,512,2048,1280,1880.638,2198.245,1849.569,-0.0978
mixed,8,4,0.5,4.0,256,8192,2048,8192,5120,3108.723,3111.029,2515.977,-257.0451
mixed,8,4,0.5,4.0,1024,0,128,512,320,853.775,946.642,875.342,0.2322
mixed,8,4,0.5,4.0,1024,0,512,2048,1280,1292.502,1658.714,1372.822,0.2193
mixed,8,4,0.5,4.0,1024,0,2048,8192,5120,2734.861,2743.182,2333.194,-48.2715
mixed,8,4,0.5,4.0,1024,512,128,512,320,1286.327,1379.767,1312.533,0.2805
mixed,8,4,0.5,4.0,1024,512,512,2048,1280,1678.141,2057.188,1755.453,0.204
