layer,tokens,time_us
act_fn,1,1.86667
act_fn,2,2.016
act_fn,3,2.016
act_fn,4,2.00533
act_fn,5,1.995
act_fn,6,2.03733
act_fn,7,2.027
act_fn,8,2.03733
act_fn,9,2.016
act_fn,10,2.10133
act_fn,11,2.06933
act_fn,12,2.02667
act_fn,13,2.13333
act_fn,14,2.18667
act_fn,15,2.21867
act_fn,16,2.18667
act_fn,20,2.28267
act_fn,24,2.336
act_fn,28,2.45367
act_fn,32,2.51733
act_fn,36,2.58133
act_fn,40,2.69933
act_fn,44,2.752
act_fn,48,2.82667
act_fn,52,2.571
act_fn,56,2.656
act_fn,60,2.667
act_fn,64,2.70933
act_fn,80,3.18933
act_fn,96,3.49867
act_fn,112,3.59467
act_fn,128,3.72267
act_fn,144,4.35233
act_fn,160,4.69333
act_fn,176,4.88567
act_fn,192,4.75767
act_fn,208,5.03467
act_fn,224,5.30133
act_fn,240,5.92
act_fn,256,6.65633
act_fn,272,7.72267
act_fn,288,8.14933
act_fn,304,8.587
act_fn,320,9.099
act_fn,336,9.57867
act_fn,352,9.91
act_fn,368,10.5707
act_fn,384,11.5733
act_fn,400,13.323
act_fn,416,13.92
act_fn,432,14.56
act_fn,448,15.4347
act_fn,464,15.99
act_fn,480,16.747
act_fn,496,17.2693
act_fn,512,17.9527
act_fn,528,18.9873
act_fn,544,19.7553
act_fn,560,20.2673
act_fn,576,21.067
act_fn,592,21.547
act_fn,608,22.155
act_fn,624,22.7523
act_fn,640,23.489
act_fn,656,21.5897
act_fn,672,22.326
act_fn,688,22.966
act_fn,704,23.8623
act_fn,720,24.086
act_fn,736,25.0567
act_fn,752,25.654
act_fn,768,26.39
act_fn,784,28.6837
act_fn,800,29.2593
act_fn,816,29.6757
act_fn,832,30.593
act_fn,848,31.126
act_fn,864,31.958
act_fn,880,32.449
act_fn,896,33.3663
act_fn,912,34.1557
act_fn,928,34.657
act_fn,944,35.3923
act_fn,960,35.809
act_fn,976,36.4383
act_fn,992,37.0037
act_fn,1008,37.8463
act_fn,1024,38.209
act_fn,1040,35.681
act_fn,1056,36.3317
act_fn,1072,37.1957
act_fn,1088,37.7183
act_fn,1104,38.2837
act_fn,1120,38.902
act_fn,1136,39.7877
act_fn,1152,40.5343
act_fn,1168,42.8383
act_fn,1184,43.3287
act_fn,1200,44.2677
act_fn,1216,44.7373
act_fn,1232,45.377
act_fn,1248,45.9107
act_fn,1264,46.5817
act_fn,1280,47.1583
act_fn,1296,48.2783
act_fn,1312,48.8867
act_fn,1328,49.3133
act_fn,1344,49.9317
act_fn,1360,50.369
act_fn,1376,51.1693
act_fn,1392,51.884
act_fn,1408,52.343
act_fn,1424,50.049
act_fn,1440,50.5833
act_fn,1456,51.425
act_fn,1472,51.9477
act_fn,1488,52.652
act_fn,1504,53.3237
act_fn,1520,53.9747
act_fn,1536,54.8603
act_fn,1552,56.7267
act_fn,1568,57.249
act_fn,1584,57.943
act_fn,1600,58.7647
act_fn,1616,59.201
act_fn,1632,59.8307
act_fn,1648,60.727
act_fn,1664,60.9933
act_fn,1680,62.082
act_fn,1696,62.5613
act_fn,1712,63.2447
act_fn,1728,64.098
act_fn,1744,64.6733
act_fn,1760,65.132
act_fn,1776,65.879
act_fn,1792,66.1033
act_fn,1808,63.8093
act_fn,1824,64.791
act_fn,1840,65.111
act_fn,1856,66.295
act_fn,1872,66.9353
act_fn,1888,67.4897
act_fn,1904,68.3327
act_fn,1920,68.951
act_fn,1936,70.7007
act_fn,1952,71.639
act_fn,1968,72.0763
act_fn,1984,72.6633
act_fn,2000,73.207
act_fn,2016,73.73
act_fn,2032,74.306
act_fn,2048,75.1803
act_fn,2064,75.682
act_fn,2080,76.2683
act_fn,2096,77.0047
act_fn,2112,77.506
act_fn,2128,77.9113
act_fn,2144,79.1273
act_fn,2160,79.65
act_fn,2176,79.7243
act_fn,2192,77.922
act_fn,2208,78.8603
act_fn,2224,79.7887
act_fn,2240,80.7593
act_fn,2256,81.3243
act_fn,2272,81.6233
act_fn,2288,82.4237
act_fn,2304,83.1593
act_fn,2320,84.567
act_fn,2336,85.5273
act_fn,2352,85.9753
act_fn,2368,86.6043
act_fn,2384,87.106
act_fn,2400,87.7997
act_fn,2416,88.2047
act_fn,2432,88.877
act_fn,2448,85.815
act_fn,2464,86.157
act_fn,2480,86.786
act_fn,2496,87.4477
act_fn,2512,88.1193
act_fn,2528,88.8237
act_fn,2544,89.5703
act_fn,2560,90.0393
act_fn,2576,92.6213
act_fn,2592,93.1757
act_fn,2608,93.7727
act_fn,2624,94.4447
act_fn,2640,95.1597
act_fn,2656,95.6397
act_fn,2672,96.386
act_fn,2688,97.0263
act_fn,2704,98.7753
act_fn,2720,98.9783
act_fn,2736,99.8853
act_fn,2752,100.631
act_fn,2768,100.76
act_fn,2784,101.485
act_fn,2800,102.04
act_fn,2816,103.011
act_fn,2832,99.661
act_fn,2848,100.344
act_fn,2864,100.898
act_fn,2880,101.613
act_fn,2896,102.051
act_fn,2912,103.149
act_fn,2928,103.597
act_fn,2944,104.291
act_fn,2960,106.808
act_fn,2976,107.202
act_fn,2992,107.736
act_fn,3008,108.269
act_fn,3024,109.24
act_fn,3040,109.464
act_fn,3056,110.328
act_fn,3072,111.191
act_fn,3088,112.216
act_fn,3104,113.155
act_fn,3120,113.443
act_fn,3136,114.19
act_fn,3152,115.139
act_fn,3168,115.544
act_fn,3184,115.982
act_fn,3200,116.728
act_fn,3216,113.486
act_fn,3232,114.243
act_fn,3248,114.926
act_fn,3264,115.661
act_fn,3280,116.238
act_fn,3296,117.23
act_fn,3312,117.645
act_fn,3328,118.424
act_fn,3344,120.696
act_fn,3360,122.094
act_fn,3376,122.285
act_fn,3392,122.755
act_fn,3408,123.384
act_fn,3424,124.024
act_fn,3440,124.153
act_fn,3456,125.144
act_fn,3472,126.062
act_fn,3488,126.808
act_fn,3504,127.694
act_fn,3520,127.576
act_fn,3536,128.345
act_fn,3552,129.219
act_fn,3568,129.39
act_fn,3584,130.35
act_fn,3600,127.705
act_fn,3616,128.473
act_fn,3632,129.123
act_fn,3648,129.816
act_fn,3664,130.382
act_fn,3680,131.075
act_fn,3696,132.11
act_fn,3712,132.472
act_fn,3728,134.883
act_fn,3744,135.278
act_fn,3760,135.833
act_fn,3776,136.878
act_fn,3792,137.155
act_fn,3808,137.891
act_fn,3824,138.51
act_fn,3840,138.798
act_fn,3856,140.196
act_fn,3872,140.654
act_fn,3888,141.177
act_fn,3904,141.604
act_fn,3920,142.094
act_fn,3936,142.564
act_fn,3952,143.438
act_fn,3968,143.961
act_fn,3984,140.836
act_fn,4000,141.742
act_fn,4016,142.307
act_fn,4032,143.673
act_fn,4048,144.014
act_fn,4064,145.006
act_fn,4080,145.657
act_fn,4096,146.329
act_fn,4112,147.353
act_fn,4128,148.398
act_fn,4144,149.348
act_fn,4160,149.956
act_fn,4176,150.852
act_fn,4192,151.833
act_fn,4208,152.718
act_fn,4224,153.348
act_fn,4240,153.711
act_fn,4256,154.212
act_fn,4272,155.065
act_fn,4288,155.396
act_fn,4304,156.516
act_fn,4320,156.42
act_fn,4336,157.327
act_fn,4352,157.465
act_fn,4368,154.66
act_fn,4384,155.311
act_fn,4400,156.558
act_fn,4416,157.476
act_fn,4432,157.721
act_fn,4448,159.15
act_fn,4464,159.513
act_fn,4480,161.177
act_fn,4496,161.753
act_fn,4512,163.129
act_fn,4528,163.14
act_fn,4544,163.993
act_fn,4560,164.847
act_fn,4576,165.647
act_fn,4592,166.447
act_fn,4608,167.023
act_fn,4624,163.823
act_fn,4640,164.217
act_fn,4656,164.9
act_fn,4672,165.636
act_fn,4688,166.169
act_fn,4704,167.364
act_fn,4720,167.492
act_fn,4736,168.121
act_fn,4752,169.615
act_fn,4768,170.265
act_fn,4784,171.012
act_fn,4800,171.706
act_fn,4816,172.665
act_fn,4832,173.892
act_fn,4848,173.988
act_fn,4864,175.279
act_fn,4880,175.663
act_fn,4896,176.975
act_fn,4912,177.38
act_fn,4928,178.468
act_fn,4944,179.546
act_fn,4960,179.919
act_fn,4976,180.804
act_fn,4992,181.412
act_fn,5008,178.084
act_fn,5024,178.18
act_fn,5040,178.97
act_fn,5056,179.748
act_fn,5072,180.729
act_fn,5088,181.604
act_fn,5104,181.882
act_fn,5120,181.999
act_fn,5136,183.61
act_fn,5152,183.866
act_fn,5168,184.825
act_fn,5184,186.116
act_fn,5200,186.927
act_fn,5216,188.132
act_fn,5232,188.911
act_fn,5248,189.295
act_fn,5264,190.202
act_fn,5280,191.29
act_fn,5296,191.77
act_fn,5312,192.57
act_fn,5328,193.253
act_fn,5344,193.935
act_fn,5360,194.212
act_fn,5376,194.981
act_fn,5392,191.162
act_fn,5408,192.325
act_fn,5424,192.73
act_fn,5440,193.829
act_fn,5456,194.341
act_fn,5472,195.034
act_fn,5488,196.538
act_fn,5504,196.41
act_fn,5520,197.445
act_fn,5536,198.757
act_fn,5552,199.076
act_fn,5568,200.293
act_fn,5584,201.381
act_fn,5600,202.149
act_fn,5616,202.746
act_fn,5632,203.707
act_fn,5648,203.994
act_fn,5664,204.794
act_fn,5680,205.733
act_fn,5696,205.669
act_fn,5712,206.992
act_fn,5728,206.96
act_fn,5744,207.856
act_fn,5760,209.018
act_fn,5776,205.146
act_fn,5792,206.351
act_fn,5808,206.266
act_fn,5824,207.269
act_fn,5840,208.24
act_fn,5856,209.125
act_fn,5872,209.883
act_fn,5888,210.896
act_fn,5904,211.376
act_fn,5920,211.984
act_fn,5936,212.858
act_fn,5952,213.797
act_fn,5968,214.523
act_fn,5984,216.037
act_fn,6000,216.944
act_fn,6016,217.467
act_fn,6032,218.267
act_fn,6048,218.618
act_fn,6064,220.326
act_fn,6080,219.814
act_fn,6096,221.008
act_fn,6112,220.816
act_fn,6128,222.01
act_fn,6144,222.587
act_fn,6160,218.704
act_fn,6176,219.504
act_fn,6192,220.773
act_fn,6208,221.755
act_fn,6224,222.523
act_fn,6240,222.886
act_fn,6256,224.497
act_fn,6272,224.688
act_fn,6288,225.627
act_fn,6304,226.821
act_fn,6320,227.44
act_fn,6336,228.997
act_fn,6352,229.19
act_fn,6368,229.957
act_fn,6384,230.95
act_fn,6400,231.665
act_fn,6416,232.614
act_fn,6432,232.774
act_fn,6448,233.648
act_fn,6464,233.829
act_fn,6480,234.224
act_fn,6496,234.523
act_fn,6512,235.11
act_fn,6528,236.336
act_fn,6544,232.528
act_fn,6560,233.883
act_fn,6576,234
act_fn,6592,235.227
act_fn,6608,235.803
act_fn,6624,236.442
act_fn,6640,237.766
act_fn,6656,238.971
act_fn,6672,239.813
act_fn,6688,240.763
act_fn,6704,241.296
act_fn,6720,242.278
act_fn,6736,242.822
act_fn,6752,244.102
act_fn,6768,244.465
act_fn,6784,244.88
act_fn,6800,241.873
act_fn,6816,243.824
act_fn,6832,244.219
act_fn,6848,245.072
act_fn,6864,245.19
act_fn,6880,246.321
act_fn,6896,246.342
act_fn,6912,246.097
act_fn,6928,248.059
act_fn,6944,248.54
act_fn,6960,249.19
act_fn,6976,250.118
act_fn,6992,250.993
act_fn,7008,252.774
act_fn,7024,252.507
act_fn,7040,253.99
act_fn,7056,255.622
act_fn,7072,255.345
act_fn,7088,255.932
act_fn,7104,256.806
act_fn,7120,257.595
act_fn,7136,258.321
act_fn,7152,258.993
act_fn,7168,259.099
act_fn,7184,255.59
act_fn,7200,255.857
act_fn,7216,256.742
act_fn,7232,257.201
act_fn,7248,258.161
act_fn,7264,259.047
act_fn,7280,259.42
act_fn,7296,259.825
act_fn,7312,261.628
act_fn,7328,261.777
act_fn,7344,263.558
act_fn,7360,265.361
act_fn,7376,265.713
act_fn,7392,267.078
act_fn,7408,267.431
act_fn,7424,266.779
act_fn,7440,269.767
act_fn,7456,269.394
act_fn,7472,269.606
act_fn,7488,271.143
act_fn,7504,271.462
act_fn,7520,271.174
act_fn,7536,271.889
act_fn,7552,272.785
act_fn,7568,270.684
act_fn,7584,270.087
act_fn,7600,270.844
act_fn,7616,272.583
act_fn,7632,272.508
act_fn,7648,272.785
act_fn,7664,273.372
act_fn,7680,274.886
act_fn,7696,275.196
act_fn,7712,275.9
act_fn,7728,276.988
act_fn,7744,277.692
act_fn,7760,278.908
act_fn,7776,279.335
act_fn,7792,280.626
act_fn,7808,281.351
act_fn,7824,281.34
act_fn,7840,281.895
act_fn,7856,283.047
act_fn,7872,283.602
act_fn,7888,284.817
