pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
16,n<=8,sr<=40%,kvB<=8k,kp=0,-0.7555,1
16,n<=8,sr<=70%,kvB<=1k,kp<=2k,0.1471,1
16,n<=8,sr<=70%,kvB<=1k,kp<=512,0.1314,1
16,n<=8,sr<=70%,kvB<=1k,kp<=8k,0.111,1
16,n<=8,sr<=70%,kvB<=1k,kp=0,0.0469,3
16,n<=8,sr<=70%,kvB<=4k,kp<=2k,-0.2264,1
16,n<=8,sr<=70%,kvB<=4k,kp<=512,0.0067,1
16,n<=8,sr<=70%,kvB<=4k,kp<=8k,-0.2351,1
16,n<=8,sr<=70%,kvB<=4k,kp=0,-0.0022,1
16,n<=8,sr<=70%,kvB<=8k,kp<=2k,-221.208,1
16,n<=8,sr>70%,kvB<=1k,kp<=2k,0.7269,2
16,n<=8,sr>70%,kvB<=1k,kp<=512,0.7326,2
16,n<=8,sr>70%,kvB<=1k,kp<=8k,0.6909,2
16,n<=8,sr>70%,kvB<=1k,kp=0,0.9529,2
16,n<=8,sr>70%,kvB<=4k,kp<=2k,0.9304,2
16,n<=8,sr>70%,kvB<=4k,kp<=512,0.9905,2
16,n<=8,sr>70%,kvB<=4k,kp<=8k,0.954,2
16,n<=8,sr>70%,kvB<=4k,kp=0,0.9878,2
16,n<=8,sr>70%,kvB<=8k,kp<=2k,-0.8955,1
16,n<=8,sr>70%,kvB<=8k,kp<=8k,-1.7452,2
16,n<=8,sr>70%,kvB<=8k,kp=0,0.8447,1
64,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0798,2
64,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0754,2
64,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0805,2
64,n<=128,sr<=15%,kvB<=1k,kp=0,0.0719,2
64,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0011,2
64,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0104,2
64,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.0072,2
64,n<=128,sr<=15%,kvB<=4k,kp=0,0.0109,2
64,n<=128,sr<=15%,kvB<=8k,kp<=2k,-0.195,2
64,n<=128,sr<=15%,kvB<=8k,kp<=512,-0.2087,2
64,n<=128,sr<=15%,kvB<=8k,kp<=8k,-0.2353,2
64,n<=128,sr<=15%,kvB<=8k,kp=0,-0.2072,2
64,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.0921,1
64,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0825,1
64,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0922,1
64,n<=128,sr<=40%,kvB<=1k,kp=0,0.0851,1
64,n<=128,sr<=40%,kvB<=4k,kp<=2k,-0.0153,1
64,n<=128,sr<=40%,kvB<=4k,kp<=512,-0.006,1
64,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0069,1
64,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0068,1
64,n<=128,sr<=40%,kvB<=8k,kp<=2k,-1.5974,1
64,n<=128,sr<=40%,kvB<=8k,kp<=512,-1.6231,1
64,n<=128,sr<=40%,kvB<=8k,kp<=8k,-1.9854,1
64,n<=128,sr<=40%,kvB<=8k,kp=0,-1.5946,1
64,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0151,4
64,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0109,4
64,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0201,4
64,n<=128,sr<=5%,kvB<=1k,kp=0,0.01,4
64,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0128,4
64,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0239,4
64,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0169,4
64,n<=128,sr<=5%,kvB<=4k,kp=0,0.0265,4
64,n<=128,sr<=5%,kvB<=8k,kp<=2k,0.0009,4
64,n<=128,sr<=5%,kvB<=8k,kp<=512,-0.0058,4
64,n<=128,sr<=5%,kvB<=8k,kp<=8k,-0.0138,4
64,n<=128,sr<=5%,kvB<=8k,kp=0,-0.0065,4
64,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.0391,1
64,n<=128,sr<=70%,kvB<=1k,kp<=512,-0.0237,1
64,n<=128,sr<=70%,kvB<=1k,kp<=8k,-0.0113,1
64,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0086,1
64,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.0188,1
64,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.0157,1
64,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.0015,1
64,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0178,1
64,n<=128,sr>70%,kvB<=1k,kp<=2k,0.2057,2
64,n<=128,sr>70%,kvB<=1k,kp<=512,0.1757,2
64,n<=128,sr>70%,kvB<=1k,kp<=8k,0.1898,2
64,n<=128,sr>70%,kvB<=1k,kp=0,0.192,2
64,n<=128,sr>70%,kvB<=4k,kp<=2k,0.0531,2
64,n<=128,sr>70%,kvB<=4k,kp<=512,0.052,2
64,n<=128,sr>70%,kvB<=4k,kp<=8k,-0.0116,2
64,n<=128,sr>70%,kvB<=4k,kp=0,0.0363,2
64,n<=2,sr<=70%,kvB<=1k,kp<=2k,0.3316,1
64,n<=2,sr<=70%,kvB<=1k,kp<=512,-0.1994,1
64,n<=2,sr<=70%,kvB<=1k,kp=0,0.9922,1
64,n<=2,sr<=70%,kvB<=4k,kp<=2k,-0.3233,1
64,n<=2,sr<=70%,kvB<=4k,kp<=512,0.9983,1
64,n<=2,sr<=70%,kvB<=4k,kp<=8k,-0.9117,1
64,n<=2,sr<=70%,kvB<=4k,kp=0,0.9909,1
64,n<=2,sr<=70%,kvB<=8k,kp<=2k,-4.1596,1
64,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.1161,3
64,n<=32,sr<=15%,kvB<=1k,kp<=512,0.088,3
64,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.1136,3
64,n<=32,sr<=15%,kvB<=1k,kp=0,0.197,3
64,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.017,3
64,n<=32,sr<=15%,kvB<=4k,kp<=512,0.1542,3
64,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.0387,3
64,n<=32,sr<=15%,kvB<=4k,kp=0,0.1419,3
64,n<=32,sr<=15%,kvB<=8k,kp<=2k,-0.1063,3
64,n<=32,sr<=15%,kvB<=8k,kp<=512,-0.1086,3
64,n<=32,sr<=15%,kvB<=8k,kp<=8k,-0.2942,3
64,n<=32,sr<=15%,kvB<=8k,kp=0,-0.109,3
64,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.1602,1
64,n<=32,sr<=40%,kvB<=1k,kp<=512,0.0714,1
64,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.1613,1
64,n<=32,sr<=40%,kvB<=1k,kp=0,0.1935,1
64,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.0068,1
64,n<=32,sr<=40%,kvB<=4k,kp<=512,0.1318,1
64,n<=32,sr<=40%,kvB<=4k,kp<=8k,0.0518,1
64,n<=32,sr<=40%,kvB<=4k,kp=0,0.1263,1
64,n<=32,sr<=40%,kvB<=8k,kp<=2k,-1.3031,1
64,n<=32,sr<=40%,kvB<=8k,kp<=512,-1.3002,1
64,n<=32,sr<=40%,kvB<=8k,kp<=8k,-2.1726,1
64,n<=32,sr<=40%,kvB<=8k,kp=0,-1.3108,1
64,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0733,1
64,n<=32,sr<=5%,kvB<=1k,kp<=512,-0.0038,1
64,n<=32,sr<=5%,kvB<=1k,kp<=8k,0.0697,1
64,n<=32,sr<=5%,kvB<=1k,kp=0,0.1552,1
64,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0394,1
64,n<=32,sr<=5%,kvB<=4k,kp<=512,0.1598,1
64,n<=32,sr<=5%,kvB<=4k,kp<=8k,0.0691,1
64,n<=32,sr<=5%,kvB<=4k,kp=0,0.1615,1
64,n<=32,sr<=5%,kvB<=8k,kp<=2k,0.1039,1
64,n<=32,sr<=5%,kvB<=8k,kp<=512,0.1009,1
64,n<=32,sr<=5%,kvB<=8k,kp<=8k,-0.1039,1
64,n<=32,sr<=5%,kvB<=8k,kp=0,0.1007,1
64,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.0808,1
64,n<=32,sr<=70%,kvB<=1k,kp<=512,0.0404,1
64,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.0597,1
64,n<=32,sr<=70%,kvB<=1k,kp=0,0.158,1
64,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.095,1
64,n<=32,sr<=70%,kvB<=4k,kp<=512,0.1856,1
64,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.0874,1
64,n<=32,sr<=70%,kvB<=4k,kp=0,0.1787,1
64,n<=32,sr<=70%,kvB<=8k,kp=0,-4372.4217,1
64,n<=32,sr>70%,kvB<=1k,kp<=2k,0.5392,2
64,n<=32,sr>70%,kvB<=1k,kp<=512,0.5212,2
64,n<=32,sr>70%,kvB<=1k,kp<=8k,0.5178,2
64,n<=32,sr>70%,kvB<=1k,kp=0,0.5827,2
64,n<=32,sr>70%,kvB<=4k,kp<=2k,0.4406,2
64,n<=32,sr>70%,kvB<=4k,kp<=512,0.4884,2
64,n<=32,sr>70%,kvB<=4k,kp<=8k,0.3928,2
64,n<=32,sr>70%,kvB<=4k,kp=0,0.4398,2
64,n<=32,sr>70%,kvB<=8k,kp<=512,46.1343,1
64,n<=32,sr>70%,kvB<=8k,kp<=8k,74.733,1
64,n<=32,sr>70%,kvB<=8k,kp=0,-80.5803,2
64,n<=8,sr<=15%,kvB<=1k,kp<=2k,-0.0226,1
64,n<=8,sr<=15%,kvB<=1k,kp<=512,-0.0375,1
64,n<=8,sr<=15%,kvB<=1k,kp<=8k,-0.0344,1
64,n<=8,sr<=15%,kvB<=1k,kp=0,0.4774,1
64,n<=8,sr<=15%,kvB<=4k,kp<=2k,-0.1382,1
64,n<=8,sr<=15%,kvB<=4k,kp<=512,0.4275,1
64,n<=8,sr<=15%,kvB<=4k,kp<=8k,-0.1413,1
64,n<=8,sr<=15%,kvB<=4k,kp=0,0.4212,1
64,n<=8,sr<=15%,kvB<=8k,kp<=2k,0.2295,1
64,n<=8,sr<=15%,kvB<=8k,kp<=512,0.2244,1
64,n<=8,sr<=15%,kvB<=8k,kp<=8k,-0.5909,1
64,n<=8,sr<=15%,kvB<=8k,kp=0,0.2292,1
64,n<=8,sr<=40%,kvB<=1k,kp<=2k,-0.3387,2
64,n<=8,sr<=40%,kvB<=1k,kp<=512,-0.3598,2
64,n<=8,sr<=40%,kvB<=1k,kp<=8k,-0.352,2
64,n<=8,sr<=40%,kvB<=1k,kp=0,0.3207,2
64,n<=8,sr<=40%,kvB<=4k,kp<=2k,-0.4445,2
64,n<=8,sr<=40%,kvB<=4k,kp<=512,0.2803,2
64,n<=8,sr<=40%,kvB<=4k,kp<=8k,-0.4479,2
64,n<=8,sr<=40%,kvB<=4k,kp=0,0.2738,2
64,n<=8,sr<=40%,kvB<=8k,kp<=2k,-0.7482,1
64,n<=8,sr<=40%,kvB<=8k,kp<=512,-0.7837,2
64,n<=8,sr<=40%,kvB<=8k,kp<=8k,-2.9846,1
64,n<=8,sr<=40%,kvB<=8k,kp=0,-0.7652,1
64,n<=8,sr<=70%,kvB<=1k,kp<=2k,0.1372,1
64,n<=8,sr<=70%,kvB<=1k,kp<=512,0.1523,1
64,n<=8,sr<=70%,kvB<=1k,kp<=8k,0.1274,1
64,n<=8,sr<=70%,kvB<=1k,kp=0,0.0088,1
64,n<=8,sr<=70%,kvB<=4k,kp<=2k,-0.2462,1
64,n<=8,sr<=70%,kvB<=4k,kp<=512,0.0125,1
64,n<=8,sr<=70%,kvB<=4k,kp<=8k,-0.2366,1
64,n<=8,sr<=70%,kvB<=4k,kp=0,-0.0009,1
64,n<=8,sr>70%,kvB<=1k,kp<=2k,0.6676,2
64,n<=8,sr>70%,kvB<=1k,kp<=512,0.7366,2
64,n<=8,sr>70%,kvB<=1k,kp<=8k,0.6958,2
64,n<=8,sr>70%,kvB<=1k,kp=0,0.9428,2
64,n<=8,sr>70%,kvB<=4k,kp<=2k,0.9515,2
64,n<=8,sr>70%,kvB<=4k,kp<=512,0.989,2
64,n<=8,sr>70%,kvB<=4k,kp<=8k,0.9555,2
64,n<=8,sr>70%,kvB<=4k,kp=0,0.9831,2
64,n<=8,sr>70%,kvB<=8k,kp<=8k,-2.3991,1
64,n<=8,sr>70%,kvB<=8k,kp=0,0.2971,1
256,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0842,2
256,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0782,2
256,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0867,2
256,n<=128,sr<=15%,kvB<=1k,kp=0,0.0816,2
256,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0097,2
256,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0101,2
256,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.0119,2
256,n<=128,sr<=15%,kvB<=4k,kp=0,0.0127,2
256,n<=128,sr<=15%,kvB<=8k,kp<=2k,-0.2108,2
256,n<=128,sr<=15%,kvB<=8k,kp<=512,-0.2125,2
256,n<=128,sr<=15%,kvB<=8k,kp<=8k,-0.2276,2
256,n<=128,sr<=15%,kvB<=8k,kp=0,-0.2066,2
256,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.0938,1
256,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0913,1
256,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.1022,1
256,n<=128,sr<=40%,kvB<=1k,kp=0,0.0898,1
256,n<=128,sr<=40%,kvB<=4k,kp<=2k,-0.0022,1
256,n<=128,sr<=40%,kvB<=4k,kp<=512,-0.0052,1
256,n<=128,sr<=40%,kvB<=4k,kp<=8k,0.0032,1
256,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0001,1
256,n<=128,sr<=40%,kvB<=8k,kp<=2k,-1.6968,1
256,n<=128,sr<=40%,kvB<=8k,kp<=512,-1.6377,1
256,n<=128,sr<=40%,kvB<=8k,kp<=8k,-1.9889,1
256,n<=128,sr<=40%,kvB<=8k,kp=0,-1.5861,1
256,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.015,4
