pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
16,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.1803,1
16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.2225,1
16,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.1869,1
16,n<=32,sr<=40%,kvB<=1k,kp=0,0.2761,1
16,n<=32,sr<=40%,kvB<=32k,kp<=20k,0.0863,1
16,n<=32,sr<=40%,kvB<=32k,kp<=2k,0.0659,1
16,n<=32,sr<=40%,kvB<=32k,kp<=512,0.0663,1
16,n<=32,sr<=40%,kvB<=32k,kp<=8k,0.061,1
16,n<=32,sr<=40%,kvB<=32k,kp=0,0.0648,1
16,n<=32,sr<=40%,kvB<=4k,kp<=20k,-0.0544,1
16,n<=32,sr<=40%,kvB<=4k,kp<=2k,-0.0237,1
16,n<=32,sr<=40%,kvB<=4k,kp<=512,0.0939,1
16,n<=32,sr<=40%,kvB<=4k,kp<=8k,-0.0659,1
16,n<=32,sr<=40%,kvB<=4k,kp=0,0.0825,1
16,n<=32,sr<=5%,kvB<=16k,kp<=20k,-0.0302,1
16,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.1014,1
16,n<=32,sr<=5%,kvB<=16k,kp<=512,0.0985,1
16,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.0302,1
16,n<=32,sr<=5%,kvB<=16k,kp=0,0.1001,1
16,n<=32,sr<=5%,kvB<=1k,kp<=20k,0.0042,1
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,-0.0135,1
16,n<=32,sr<=5%,kvB<=1k,kp<=512,0.0221,1
16,n<=32,sr<=5%,kvB<=1k,kp<=8k,-0.0158,1
16,n<=32,sr<=5%,kvB<=1k,kp=0,0.1104,1
16,n<=32,sr<=5%,kvB<=32k,kp<=20k,0.0802,1
16,n<=32,sr<=5%,kvB<=32k,kp<=2k,0.0888,1
16,n<=32,sr<=5%,kvB<=32k,kp<=512,0.0895,1
16,n<=32,sr<=5%,kvB<=32k,kp<=8k,0.0894,1
16,n<=32,sr<=5%,kvB<=32k,kp=0,0.0885,1
16,n<=32,sr<=5%,kvB<=4k,kp<=20k,-0.0017,1
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0553,1
16,n<=32,sr<=5%,kvB<=4k,kp<=512,0.1171,1
16,n<=32,sr<=5%,kvB<=4k,kp<=8k,-0.0033,1
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.1164,1
16,n<=32,sr<=70%,kvB<=16k,kp<=20k,0.1192,1
16,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.1271,1
16,n<=32,sr<=70%,kvB<=16k,kp<=512,0.1172,1
16,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.0818,1
16,n<=32,sr<=70%,kvB<=16k,kp=0,0.1109,1
16,n<=32,sr<=70%,kvB<=1k,kp<=20k,0.1248,1
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.308,1
16,n<=32,sr<=70%,kvB<=1k,kp<=512,0.2359,1
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.0984,1
16,n<=32,sr<=70%,kvB<=1k,kp=0,0.254,1
16,n<=32,sr<=70%,kvB<=32k,kp<=20k,0.1204,1
16,n<=32,sr<=70%,kvB<=32k,kp<=2k,0.105,1
16,n<=32,sr<=70%,kvB<=32k,kp<=512,0.1051,1
16,n<=32,sr<=70%,kvB<=32k,kp<=8k,0.1042,1
16,n<=32,sr<=70%,kvB<=32k,kp=0,0.1068,1
16,n<=32,sr<=70%,kvB<=4k,kp<=20k,-0.0859,1
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.0478,1
16,n<=32,sr<=70%,kvB<=4k,kp<=512,0.1369,1
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,-0.0103,1
16,n<=32,sr<=70%,kvB<=4k,kp=0,0.073,1
16,n<=32,sr>70%,kvB<=16k,kp<=20k,0.1424,2
16,n<=32,sr>70%,kvB<=16k,kp<=2k,0.135,2
16,n<=32,sr>70%,kvB<=16k,kp<=512,0.119,2
16,n<=32,sr>70%,kvB<=16k,kp<=8k,0.3793,2
16,n<=32,sr>70%,kvB<=16k,kp=0,0.1227,2
16,n<=32,sr>70%,kvB<=1k,kp<=20k,0.2002,2
16,n<=32,sr>70%,kvB<=1k,kp<=2k,0.6456,2
16,n<=32,sr>70%,kvB<=1k,kp<=512,0.6749,2
16,n<=32,sr>70%,kvB<=1k,kp<=8k,0.1709,2
16,n<=32,sr>70%,kvB<=1k,kp=0,0.5133,2
16,n<=32,sr>70%,kvB<=32k,kp<=20k,0.2291,2
16,n<=32,sr>70%,kvB<=32k,kp<=2k,0.0437,2
16,n<=32,sr>70%,kvB<=32k,kp<=512,0.0466,2
16,n<=32,sr>70%,kvB<=32k,kp<=8k,0.0781,2
16,n<=32,sr>70%,kvB<=32k,kp=0,0.0454,2
16,n<=32,sr>70%,kvB<=4k,kp<=20k,-0.1002,2
16,n<=32,sr>70%,kvB<=4k,kp<=2k,0.4616,2
16,n<=32,sr>70%,kvB<=4k,kp<=512,0.2445,2
16,n<=32,sr>70%,kvB<=4k,kp<=8k,0.4729,2
16,n<=32,sr>70%,kvB<=4k,kp=0,0.1976,2
16,n<=8,sr<=15%,kvB<=16k,kp<=20k,-0.1472,1
16,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.4158,1
16,n<=8,sr<=15%,kvB<=16k,kp<=512,0.4169,1
16,n<=8,sr<=15%,kvB<=16k,kp<=8k,-0.14,1
16,n<=8,sr<=15%,kvB<=16k,kp=0,0.4219,1
16,n<=8,sr<=15%,kvB<=1k,kp<=20k,-0.0031,1
16,n<=8,sr<=15%,kvB<=1k,kp<=2k,-0.0219,1
16,n<=8,sr<=15%,kvB<=1k,kp<=512,-0.0259,1
16,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.0245,1
16,n<=8,sr<=15%,kvB<=1k,kp=0,0.502,1
16,n<=8,sr<=15%,kvB<=32k,kp<=20k,0.1979,1
16,n<=8,sr<=15%,kvB<=32k,kp<=2k,0.4257,1
16,n<=8,sr<=15%,kvB<=32k,kp<=512,0.4158,1
16,n<=8,sr<=15%,kvB<=32k,kp<=8k,0.4236,1
16,n<=8,sr<=15%,kvB<=32k,kp=0,0.4249,1
16,n<=8,sr<=15%,kvB<=4k,kp<=20k,-0.0614,1
16,n<=8,sr<=15%,kvB<=4k,kp<=2k,-0.1065,1
16,n<=8,sr<=15%,kvB<=4k,kp<=512,0.4308,1
16,n<=8,sr<=15%,kvB<=4k,kp<=8k,-0.1025,1
16,n<=8,sr<=15%,kvB<=4k,kp=0,0.4468,1
16,n<=8,sr<=40%,kvB<=16k,kp<=20k,-0.3372,2
16,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.2705,2
16,n<=8,sr<=40%,kvB<=16k,kp<=512,0.4485,2
16,n<=8,sr<=40%,kvB<=16k,kp<=8k,-0.1598,2
16,n<=8,sr<=40%,kvB<=16k,kp=0,0.5304,2
16,n<=8,sr<=40%,kvB<=1k,kp<=20k,-0.0464,2
16,n<=8,sr<=40%,kvB<=1k,kp<=2k,-0.1509,2
16,n<=8,sr<=40%,kvB<=1k,kp<=512,-0.0214,2
16,n<=8,sr<=40%,kvB<=1k,kp<=8k,-0.168,2
16,n<=8,sr<=40%,kvB<=1k,kp=0,0.5596,2
16,n<=8,sr<=40%,kvB<=32k,kp<=20k,0.1525,2
16,n<=8,sr<=40%,kvB<=32k,kp<=2k,0.4501,2
16,n<=8,sr<=40%,kvB<=32k,kp<=512,0.4957,2
16,n<=8,sr<=40%,kvB<=32k,kp<=8k,0.274,2
16,n<=8,sr<=40%,kvB<=32k,kp=0,0.5177,2
16,n<=8,sr<=40%,kvB<=4k,kp<=20k,-0.2266,2
16,n<=8,sr<=40%,kvB<=4k,kp<=2k,-0.1601,2
16,n<=8,sr<=40%,kvB<=4k,kp<=512,0.2715,2
16,n<=8,sr<=40%,kvB<=4k,kp<=8k,-0.2516,2
16,n<=8,sr<=40%,kvB<=4k,kp=0,0.5167,2
16,n<=8,sr<=70%,kvB<=16k,kp<=20k,-0.361,1
16,n<=8,sr<=70%,kvB<=16k,kp<=2k,0.6182,1
16,n<=8,sr<=70%,kvB<=16k,kp<=512,0.7061,1
16,n<=8,sr<=70%,kvB<=16k,kp<=8k,0.0394,1
16,n<=8,sr<=70%,kvB<=16k,kp=0,0.7348,1
16,n<=8,sr<=70%,kvB<=1k,kp<=20k,-0.2887,1
16,n<=8,sr<=70%,kvB<=1k,kp<=2k,-0.4739,1
16,n<=8,sr<=70%,kvB<=1k,kp<=512,0.0253,1
16,n<=8,sr<=70%,kvB<=1k,kp<=8k,-0.3965,1
16,n<=8,sr<=70%,kvB<=1k,kp=0,0.5924,1
16,n<=8,sr<=70%,kvB<=32k,kp<=20k,0.1814,1
16,n<=8,sr<=70%,kvB<=32k,kp<=2k,0.6637,1
16,n<=8,sr<=70%,kvB<=32k,kp<=512,0.6664,1
16,n<=8,sr<=70%,kvB<=32k,kp<=8k,0.6493,1
16,n<=8,sr<=70%,kvB<=32k,kp=0,0.6857,1
16,n<=8,sr<=70%,kvB<=4k,kp<=20k,-0.5106,1
16,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.0049,1
16,n<=8,sr<=70%,kvB<=4k,kp<=512,0.499,1
16,n<=8,sr<=70%,kvB<=4k,kp<=8k,-0.4804,1
16,n<=8,sr<=70%,kvB<=4k,kp=0,0.8524,1
16,n<=8,sr>70%,kvB<=16k,kp<=20k,-1.3928,2
16,n<=8,sr>70%,kvB<=16k,kp<=2k,0.4029,2
16,n<=8,sr>70%,kvB<=16k,kp<=512,0.8001,2
16,n<=8,sr>70%,kvB<=16k,kp<=8k,-0.5523,2
16,n<=8,sr>70%,kvB<=16k,kp=0,0.9931,2
16,n<=8,sr>70%,kvB<=1k,kp<=20k,-0.6866,2
16,n<=8,sr>70%,kvB<=1k,kp<=2k,-0.6137,2
16,n<=8,sr>70%,kvB<=1k,kp<=512,-0.1396,2
16,n<=8,sr>70%,kvB<=1k,kp<=8k,-0.6439,2
16,n<=8,sr>70%,kvB<=1k,kp=0,0.5548,2
16,n<=8,sr>70%,kvB<=32k,kp<=20k,-0.7517,2
16,n<=8,sr>70%,kvB<=32k,kp<=2k,0.8359,2
16,n<=8,sr>70%,kvB<=32k,kp<=512,0.931,2
16,n<=8,sr>70%,kvB<=32k,kp<=8k,0.4405,2
16,n<=8,sr>70%,kvB<=32k,kp=0,1.0041,2
16,n<=8,sr>70%,kvB<=4k,kp<=20k,-1.7644,2
16,n<=8,sr>70%,kvB<=4k,kp<=2k,-0.5547,2
16,n<=8,sr>70%,kvB<=4k,kp<=512,0.2714,2
16,n<=8,sr>70%,kvB<=4k,kp<=8k,-1.4133,2
16,n<=8,sr>70%,kvB<=4k,kp=0,0.8489,2
64,n<=2,sr<=70%,kvB<=16k,kp<=20k,1.264,1
64,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.9774,1
64,n<=2,sr<=70%,kvB<=16k,kp<=512,0.9855,1
64,n<=2,sr<=70%,kvB<=16k,kp<=8k,6.6764,1
64,n<=2,sr<=70%,kvB<=16k,kp=0,0.9827,1
64,n<=2,sr<=70%,kvB<=1k,kp<=20k,1.9598,1
64,n<=2,sr<=70%,kvB<=1k,kp<=2k,0.5649,1
64,n<=2,sr<=70%,kvB<=1k,kp<=512,0.4526,1
64,n<=2,sr<=70%,kvB<=1k,kp<=8k,0.6559,1
64,n<=2,sr<=70%,kvB<=1k,kp=0,0.9472,1
64,n<=2,sr<=70%,kvB<=32k,kp<=20k,0.9989,1
64,n<=2,sr<=70%,kvB<=32k,kp<=2k,0.9943,1
64,n<=2,sr<=70%,kvB<=32k,kp<=512,1.0077,1
64,n<=2,sr<=70%,kvB<=32k,kp<=8k,0.9981,1
64,n<=2,sr<=70%,kvB<=32k,kp=0,0.9979,1
64,n<=2,sr<=70%,kvB<=4k,kp<=20k,1.132,1
64,n<=2,sr<=70%,kvB<=4k,kp<=512,0.9679,1
64,n<=2,sr<=70%,kvB<=4k,kp=0,0.9685,1
64,n<=32,sr<=15%,kvB<=16k,kp<=20k,-0.0168,3
64,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.1043,3
64,n<=32,sr<=15%,kvB<=16k,kp<=512,0.0985,3
64,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.0162,3
64,n<=32,sr<=15%,kvB<=16k,kp=0,0.0988,3
64,n<=32,sr<=15%,kvB<=1k,kp<=20k,0.0554,3
64,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0302,3
64,n<=32,sr<=15%,kvB<=1k,kp<=512,0.0774,3
64,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.0416,3
64,n<=32,sr<=15%,kvB<=1k,kp=0,0.1549,3
64,n<=32,sr<=15%,kvB<=32k,kp<=20k,0.063,3
64,n<=32,sr<=15%,kvB<=32k,kp<=2k,0.0931,3
64,n<=32,sr<=15%,kvB<=32k,kp<=512,0.0932,3
64,n<=32,sr<=15%,kvB<=32k,kp<=8k,0.0892,3
64,n<=32,sr<=15%,kvB<=32k,kp=0,0.091,3
64,n<=32,sr<=15%,kvB<=4k,kp<=20k,0.0222,3
64,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.0386,3
64,n<=32,sr<=15%,kvB<=4k,kp<=512,0.1315,3
64,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.023,3
64,n<=32,sr<=15%,kvB<=4k,kp=0,0.1109,3
64,n<=32,sr<=40%,kvB<=16k,kp<=20k,0.018,1
64,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.0915,1
64,n<=32,sr<=40%,kvB<=16k,kp<=512,0.0822,1
64,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.0141,1
64,n<=32,sr<=40%,kvB<=16k,kp=0,0.0807,1
64,n<=32,sr<=40%,kvB<=1k,kp<=20k,0.1802,1
64,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.1716,1
64,n<=32,sr<=40%,kvB<=1k,kp<=512,0.2196,1
64,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.1882,1
64,n<=32,sr<=40%,kvB<=1k,kp=0,0.2763,1
64,n<=32,sr<=40%,kvB<=32k,kp<=20k,0.0883,1
64,n<=32,sr<=40%,kvB<=32k,kp<=2k,0.0684,1
64,n<=32,sr<=40%,kvB<=32k,kp<=512,0.0666,1
64,n<=32,sr<=40%,kvB<=32k,kp<=8k,0.0627,1
64,n<=32,sr<=40%,kvB<=32k,kp=0,0.0666,1
64,n<=32,sr<=40%,kvB<=4k,kp<=20k,-0.0548,1
64,n<=32,sr<=40%,kvB<=4k,kp<=2k,-0.0231,1
64,n<=32,sr<=40%,kvB<=4k,kp<=512,0.0949,1
64,n<=32,sr<=40%,kvB<=4k,kp<=8k,-0.0557,1
64,n<=32,sr<=40%,kvB<=4k,kp=0,0.0813,1
64,n<=32,sr<=5%,kvB<=16k,kp<=20k,-0.0298,1
64,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.1022,1
64,n<=32,sr<=5%,kvB<=16k,kp<=512,0.0979,1
64,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.0296,1
64,n<=32,sr<=5%,kvB<=16k,kp=0,0.101,1
64,n<=32,sr<=5%,kvB<=1k,kp<=20k,-0.0015,1
64,n<=32,sr<=5%,kvB<=1k,kp<=2k,-0.0101,1
64,n<=32,sr<=5%,kvB<=1k,kp<=512,0.0243,1
64,n<=32,sr<=5%,kvB<=1k,kp<=8k,-0.0062,1
64,n<=32,sr<=5%,kvB<=1k,kp=0,0.1054,1
64,n<=32,sr<=5%,kvB<=32k,kp<=20k,0.0795,1
64,n<=32,sr<=5%,kvB<=32k,kp<=2k,0.0896,1
64,n<=32,sr<=5%,kvB<=32k,kp<=512,0.0882,1
64,n<=32,sr<=5%,kvB<=32k,kp<=8k,0.0906,1
64,n<=32,sr<=5%,kvB<=32k,kp=0,0.0879,1
64,n<=32,sr<=5%,kvB<=4k,kp<=20k,-0.0018,1
64,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0554,1
64,n<=32,sr<=5%,kvB<=4k,kp<=512,0.1159,1
64,n<=32,sr<=5%,kvB<=4k,kp<=8k,-0.0023,1
64,n<=32,sr<=5%,kvB<=4k,kp=0,0.116,1
64,n<=32,sr<=70%,kvB<=16k,kp<=20k,0.1215,1
64,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.1267,1
64,n<=32,sr<=70%,kvB<=16k,kp<=512,0.1156,1
64,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.0756,1
64,n<=32,sr<=70%,kvB<=16k,kp=0,0.1207,1
64,n<=32,sr<=70%,kvB<=1k,kp<=20k,0.101,1
64,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.2902,1
64,n<=32,sr<=70%,kvB<=1k,kp<=512,0.2286,1
64,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.1017,1
64,n<=32,sr<=70%,kvB<=1k,kp=0,0.2518,1
64,n<=32,sr<=70%,kvB<=32k,kp<=20k,0.1251,1
64,n<=32,sr<=70%,kvB<=32k,kp<=2k,0.1011,1
64,n<=32,sr<=70%,kvB<=32k,kp<=512,0.0983,1
64,n<=32,sr<=70%,kvB<=32k,kp<=8k,0.1048,1
64,n<=32,sr<=70%,kvB<=32k,kp=0,0.1025,1
64,n<=32,sr<=70%,kvB<=4k,kp<=20k,-0.0844,1
64,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.0518,1
64,n<=32,sr<=70%,kvB<=4k,kp<=512,0.1369,1
64,n<=32,sr<=70%,kvB<=4k,kp<=8k,-0.0265,1
64,n<=32,sr<=70%,kvB<=4k,kp=0,0.0872,1
64,n<=32,sr>70%,kvB<=16k,kp<=20k,0.2082,2
64,n<=32,sr>70%,kvB<=16k,kp<=2k,0.1422,2
64,n<=32,sr>70%,kvB<=16k,kp<=512,0.1176,2
64,n<=32,sr>70%,kvB<=16k,kp<=8k,0.3741,2
64,n<=32,sr>70%,kvB<=16k,kp=0,0.1161,2
64,n<=32,sr>70%,kvB<=1k,kp<=20k,0.1756,2
64,n<=32,sr>70%,kvB<=1k,kp<=2k,0.6546,2
64,n<=32,sr>70%,kvB<=1k,kp<=512,0.6719,2
64,n<=32,sr>70%,kvB<=1k,kp<=8k,0.165,2
64,n<=32,sr>70%,kvB<=1k,kp=0,0.5258,2
64,n<=32,sr>70%,kvB<=32k,kp<=20k,0.2326,2
64,n<=32,sr>70%,kvB<=32k,kp<=2k,0.0426,2
64,n<=32,sr>70%,kvB<=32k,kp<=512,0.0446,2
64,n<=32,sr>70%,kvB<=32k,kp<=8k,0.0783,2
64,n<=32,sr>70%,kvB<=32k,kp=0,0.047,2
64,n<=32,sr>70%,kvB<=4k,kp<=20k,-0.0889,2
64,n<=32,sr>70%,kvB<=4k,kp<=2k,0.4628,2
64,n<=32,sr>70%,kvB<=4k,kp<=512,0.252,2
64,n<=32,sr>70%,kvB<=4k,kp<=8k,0.4944,2
64,n<=32,sr>70%,kvB<=4k,kp=0,0.1891,2
64,n<=8,sr<=15%,kvB<=16k,kp<=20k,-0.1437,1
64,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.4164,1
64,n<=8,sr<=15%,kvB<=16k,kp<=512,0.4186,1
64,n<=8,sr<=15%,kvB<=16k,kp<=8k,-0.1373,1
64,n<=8,sr<=15%,kvB<=16k,kp=0,0.4221,1
64,n<=8,sr<=15%,kvB<=1k,kp<=20k,-0.0659,1
64,n<=8,sr<=15%,kvB<=1k,kp<=2k,-0.0286,1
64,n<=8,sr<=15%,kvB<=1k,kp<=512,-0.036,1
64,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.0003,1
64,n<=8,sr<=15%,kvB<=1k,kp=0,0.503,1
64,n<=8,sr<=15%,kvB<=32k,kp<=20k,0.1925,1
64,n<=8,sr<=15%,kvB<=32k,kp<=2k,0.4276,1
64,n<=8,sr<=15%,kvB<=32k,kp<=512,0.4162,1
64,n<=8,sr<=15%,kvB<=32k,kp<=8k,0.4218,1
64,n<=8,sr<=15%,kvB<=32k,kp=0,0.4255,1
64,n<=8,sr<=15%,kvB<=4k,kp<=20k,-0.0581,1
64,n<=8,sr<=15%,kvB<=4k,kp<=2k,-0.1027,1
64,n<=8,sr<=15%,kvB<=4k,kp<=512,0.4207,1
64,n<=8,sr<=15%,kvB<=4k,kp<=8k,-0.0939,1
64,n<=8,sr<=15%,kvB<=4k,kp=0,0.452,1
64,n<=8,sr<=40%,kvB<=16k,kp<=20k,-0.3324,2
64,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.2698,2
64,n<=8,sr<=40%,kvB<=16k,kp<=512,0.4458,2
64,n<=8,sr<=40%,kvB<=16k,kp<=8k,-0.1653,2
64,n<=8,sr<=40%,kvB<=16k,kp=0,0.5273,2
64,n<=8,sr<=40%,kvB<=1k,kp<=20k,-0.1202,2
64,n<=8,sr<=40%,kvB<=1k,kp<=2k,-0.1542,2
64,n<=8,sr<=40%,kvB<=1k,kp<=512,-0.0226,2
64,n<=8,sr<=40%,kvB<=1k,kp<=8k,-0.147,2
64,n<=8,sr<=40%,kvB<=1k,kp=0,0.5258,2
64,n<=8,sr<=40%,kvB<=32k,kp<=20k,0.1517,2
64,n<=8,sr<=40%,kvB<=32k,kp<=2k,0.4489,2
64,n<=8,sr<=40%,kvB<=32k,kp<=512,0.497,2
64,n<=8,sr<=40%,kvB<=32k,kp<=8k,0.2774,2
64,n<=8,sr<=40%,kvB<=32k,kp=0,0.5199,2
64,n<=8,sr<=40%,kvB<=4k,kp<=20k,-0.2329,2
64,n<=8,sr<=40%,kvB<=4k,kp<=2k,-0.1662,2
64,n<=8,sr<=40%,kvB<=4k,kp<=512,0.263,2
64,n<=8,sr<=40%,kvB<=4k,kp<=8k,-0.2532,2
