prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
16,2048,32,2048,838.458
16,2048,32,4096,1611.52
16,2048,32,8192,3181.47
16,2048,32,16384,6357.29
16,2048,32,32768,12653.3
16,2048,64,16,232.229
16,2048,64,32,233.829
16,2048,64,64,234.512
16,2048,64,128,315.904
16,2048,64,256,407.929
16,2048,64,512,567.47
16,2048,64,1024,927.734
16,2048,64,2048,1725.03
16,2048,64,4096,3294.65
16,2048,64,8192,6508.28
16,2048,64,16384,12926.9
16,2048,128,16,345.662
16,2048,128,32,348.564
16,2048,128,64,355.89
16,2048,128,128,517.481
16,2048,128,256,698.471
16,2048,128,512,1041.95
16,2048,128,1024,1793.69
16,2048,128,2048,3345.33
16,2048,128,4096,6479.45
16,2048,128,8192,12750.6
16,4096,0,0,205.469
16,4096,1,16,205.544
16,4096,1,32,205.704
16,4096,1,64,205.747
16,4096,1,128,205.778
16,4096,1,256,205.662
16,4096,1,512,206.279
16,4096,1,1024,206.504
16,4096,1,2048,206.504
16,4096,1,4096,205.95
16,4096,1,8192,394.258
16,4096,1,16384,777.668
16,4096,1,32768,1541.87
16,4096,2,16,205
16,4096,2,32,205.054
16,4096,2,64,205.107
16,4096,2,128,205.032
16,4096,2,256,205.117
16,4096,2,512,205.128
16,4096,2,1024,205.661
16,4096,2,2048,205.577
16,4096,2,4096,206.429
16,4096,2,8192,397.116
16,4096,2,16384,781.005
16,4096,2,32768,1547.7
16,4096,4,16,210.909
16,4096,4,32,210.845
16,4096,4,64,210.984
16,4096,4,128,216.701
16,4096,4,256,223.25
16,4096,4,512,234.513
16,4096,4,1024,259.418
16,4096,4,2048,309.709
16,4096,4,4096,405.894
16,4096,4,8192,602.042
16,4096,4,16384,985.581
16,4096,4,32768,1751.1
16,4096,8,16,217.544
16,4096,8,32,218.248
16,4096,8,64,218.493
16,4096,8,128,230.215
16,4096,8,256,242.459
16,4096,8,512,265.871
16,4096,8,1024,315.617
16,4096,8,2048,399.366
16,4096,8,4096,605.85
16,4096,8,8192,993.581
16,4096,8,16384,1763.33
16,4096,8,32768,3306.75
16,4096,16,16,232.711
16,4096,16,32,233.479
16,4096,16,64,234.311
16,4096,16,128,256.731
16,4096,16,256,280.974
16,4096,16,512,328.695
16,4096,16,1024,426.309
16,4096,16,2048,523.232
16,4096,16,4096,810.766
16,4096,16,8192,1586.32
16,4096,16,16384,3138.58
16,4096,16,32768,6257
16,4096,32,16,264.314
16,4096,32,32,265.264
16,4096,32,64,265.647
16,4096,32,128,311.447
16,4096,32,256,359.616
16,4096,32,512,453.946
16,4096,32,1024,595.548
16,4096,32,2048,931.666
16,4096,32,4096,1605.77
16,4096,32,8192,3178.4
16,4096,32,16384,6360.52
16,4096,32,32768,12645.8
16,4096,64,16,326.38
16,4096,64,32,328.353
16,4096,64,64,331.116
16,4096,64,128,423.58
16,4096,64,256,507.212
16,4096,64,512,691.276
16,4096,64,1024,1016.63
16,4096,64,2048,1729.59
16,4096,64,4096,3325.04
16,4096,64,8192,6498.14
16,4096,64,16384,12935.9
16,4096,128,16,448.806
16,4096,128,32,452.325
16,4096,128,64,462.17
16,4096,128,128,631.323
16,4096,128,256,809.329
16,4096,128,512,1150.61
16,4096,128,1024,1850.44
16,4096,128,2048,3353.83
16,4096,128,4096,6483.59
16,4096,128,8192,12770.9
16,8192,0,0,397.386
16,8192,1,16,397.354
16,8192,1,32,397.247
16,8192,1,64,398.281
16,8192,1,128,397.322
16,8192,1,256,397.247
16,8192,1,512,397.407
16,8192,1,1024,397.973
16,8192,1,2048,397.237
