regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,760.208,1190.265,1186.619,0.9915
mixed,2,1,0.5,4.0,256,2048,8192,32768,20480,2913.15,4636.518,4605.668,0.9821
mixed,2,1,0.5,4.0,256,8192,128,512,320,1204.603,1201.785,1200.474,
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,1199.547,1204.409,1198.588,-0.1972
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,1208.059,1210.874,1207.933,-0.0448
mixed,2,1,0.5,4.0,256,8192,8192,32768,20480,2911.326,4636.58,4630.978,0.9968
mixed,2,1,0.5,4.0,256,20480,128,512,320,2912.254,2916.287,2916.349,1.0154
mixed,2,1,0.5,4.0,256,20480,512,2048,1280,2916.959,2925.31,2923.484,0.7813
mixed,2,1,0.5,4.0,256,20480,2048,8192,5120,2914.078,2919.901,2910.816,-0.5602
mixed,2,1,0.5,4.0,256,20480,8192,32768,20480,2924.735,4637.377,4625.219,0.9929
mixed,2,1,0.5,4.0,1024,0,128,512,320,216.355,216.292,216.165,
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,270.824,376.073,372.041,0.9617
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,798.514,1221.465,1213.563,0.9813
mixed,2,1,0.5,4.0,1024,0,8192,32768,20480,2932.291,4654.563,4642.147,0.9928
mixed,2,1,0.5,4.0,1024,512,128,512,320,319.658,353.671,304.327,-0.4507
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,357.928,448.553,439.976,0.9054
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,869.878,1292.283,1283.516,0.9792
mixed,2,1,0.5,4.0,1024,512,8192,32768,20480,2973.474,4665.349,4648.103,0.9898
mixed,2,1,0.5,4.0,1024,2048,128,512,320,532.075,565.77,515.69,-0.4863
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,672.751,787.312,566.604,-0.9266
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,1097.557,1525.791,1506.72,0.9555
mixed,2,1,0.5,4.0,1024,2048,8192,32768,20480,3248.006,4964.845,4895.979,0.9599
mixed,2,1,0.5,4.0,1024,8192,128,512,320,1381.084,1415.935,1363.356,-0.5087
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,1516.929,1637.89,1422.047,-0.7844
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,2079.884,2512.565,1657.221,-0.9768
mixed,2,1,0.5,4.0,1024,8192,8192,32768,20480,4125.561,5853.886,5828.958,0.9856
mixed,2,1,0.5,4.0,1024,20480,128,512,320,3077.73,3121.472,3078.37,0.0146
mixed,2,1,0.5,4.0,1024,20480,512,2048,1280,3223.813,3331.081,3125.538,-0.9162
mixed,2,1,0.5,4.0,1024,20480,2048,8192,5120,3803.248,4236.347,3358.568,-1.0267
mixed,2,1,0.5,4.0,1024,20480,8192,32768,20480,5958.43,7568.255,5841.371,-0.0727
mixed,2,1,0.5,4.0,4096,0,128,512,320,1577.281,1582.593,1576.576,-0.1327
mixed,2,1,0.5,4.0,4096,0,512,2048,1280,1589.859,1594.21,1591.875,0.4633
mixed,2,1,0.5,4.0,4096,0,2048,8192,5120,1840.969,2285.042,2218.255,0.8496
mixed,2,1,0.5,4.0,4096,0,8192,32768,20480,4004.629,5729.468,5630.905,0.9429
mixed,2,1,0.5,4.0,4096,512,128,512,320,1859.849,1866.921,1859.752,-0.0137
mixed,2,1,0.5,4.0,4096,512,512,2048,1280,1875.561,1899.75,1877.065,0.0622
mixed,2,1,0.5,4.0,4096,512,2048,8192,5120,2091.532,2535.224,2459.958,0.8304
mixed,2,1,0.5,4.0,4096,512,8192,32768,20480,4272.54,6001.312,5899.68,0.9412
mixed,2,1,0.5,4.0,4096,2048,128,512,320,2774.812,2781.468,2774.811,-0.0002
mixed,2,1,0.5,4.0,4096,2048,512,2048,1280,2795.804,2795.676,2798.236,
mixed,2,1,0.5,4.0,4096,2048,2048,8192,5120,2836.061,3248.04,3164.421,0.797
mixed,2,1,0.5,4.0,4096,2048,8192,32768,20480,5010.121,6738.032,6651.949,0.9502
mixed,2,1,0.5,4.0,4096,8192,128,512,320,6260.136,6256.869,6263.239,
mixed,2,1,0.5,4.0,4096,8192,512,2048,1280,6280.454,6304.296,6270.627,-0.4122
mixed,2,1,0.5,4.0,4096,8192,2048,8192,5120,6337.255,6384.264,6319.659,-0.3743
mixed,2,1,0.5,4.0,4096,8192,8192,32768,20480,7821.861,9629.042,9482.09,0.9187
mixed,2,1,0.5,4.0,4096,20480,128,512,320,12955.191,12972.594,12964.86,0.5556
mixed,2,1,0.5,4.0,4096,20480,512,2048,1280,12977.528,13008.695,12975.796,-0.0556
mixed,2,1,0.5,4.0,4096,20480,2048,8192,5120,13073.812,13090.937,13022.585,-2.9914
mixed,2,1,0.5,4.0,4096,20480,8192,32768,20480,13090.555,14748.606,14523.153,0.864
mixed,2,1,0.5,4.0,16384,0,128,512,320,18657.391,18682.963,18672.785,0.602
mixed,2,1,0.5,4.0,16384,0,512,2048,1280,18681.202,18692.752,18682.577,0.119
mixed,2,1,0.5,4.0,16384,0,2048,8192,5120,18727.18,18789.357,18739.602,0.1998
mixed,2,1,0.5,4.0,16384,0,8192,32768,20480,19808.457,21722.475,21399.138,0.8311
mixed,2,1,0.5,4.0,16384,512,128,512,320,19760.742,19771.117,19784.394,2.2797
mixed,2,1,0.5,4.0,16384,512,512,2048,1280,19784.229,19793.068,19794.343,1.1442
mixed,2,1,0.5,4.0,16384,512,2048,8192,5120,19824.39,19857.031,19833.708,0.2855
mixed,2,1,0.5,4.0,16384,512,8192,32768,20480,20824.218,22646.502,22342.492,0.8332
mixed,2,1,0.5,4.0,16384,2048,128,512,320,23051.693,23067.57,23056.711,0.3161
mixed,2,1,0.5,4.0,16384,2048,512,2048,1280,23331.765,23097.717,23053.646,
mixed,2,1,0.5,4.0,16384,2048,2048,8192,5120,23085.487,23157.845,23113.137,0.3821
mixed,2,1,0.5,4.0,16384,2048,8192,32768,20480,23863.736,25755.656,25458.399,0.8429
mixed,2,1,0.5,4.0,16384,8192,128,512,320,36002.312,33152.803,33167.651,
mixed,2,1,0.5,4.0,16384,8192,512,2048,1280,33154.188,33135.556,32861.574,
mixed,2,1,0.5,4.0,16384,8192,2048,8192,5120,32960.422,33011.784,32983.388,0.4471
mixed,2,1,0.5,4.0,16384,8192,8192,32768,20480,36346.883,38057.19,37680.976,0.78
mixed,2,1,0.5,4.0,16384,20480,128,512,320,62357.799,57815.533,57851.835,
mixed,2,1,0.5,4.0,16384,20480,512,2048,1280,54632.217,54577.002,54654.203,
mixed,2,1,0.5,4.0,16384,20480,2048,8192,5120,54739.827,54708.884,54612.083,
mixed,2,1,0.5,4.0,16384,20480,8192,32768,20480,55092.58,54894.199,54912.1,
mixed,2,1,0.5,4.0,32768,0,128,512,320,62554.868,62456.192,62172.722,
mixed,2,1,0.5,4.0,32768,0,512,2048,1280,62524.767,62910.918,62521.186,-0.0093
mixed,2,1,0.5,4.0,32768,0,2048,8192,5120,62574.042,62582.146,62320.535,-31.2817
mixed,2,1,0.5,4.0,32768,0,8192,32768,20480,62660.26,62964.876,62936.466,0.9067
mixed,2,1,0.5,4.0,32768,512,128,512,320,64361.423,64620.026,64479.048,0.4548
mixed,2,1,0.5,4.0,32768,512,512,2048,1280,64406.415,64702.519,64692.467,0.9661
mixed,2,1,0.5,4.0,32768,512,2048,8192,5120,64445.459,64740.75,64700.502,0.8637
mixed,2,1,0.5,4.0,32768,512,8192,32768,20480,64711.932,65208.357,65448.933,1.4846
mixed,2,1,0.5,4.0,32768,2048,128,512,320,70762.775,70122.898,70664.798,
mixed,2,1,0.5,4.0,32768,2048,512,2048,1280,70420.733,70654.839,70071.181,-1.4931
mixed,2,1,0.5,4.0,32768,2048,2048,8192,5120,70480.566,70263.376,70880.419,
mixed,2,1,0.5,4.0,32768,2048,8192,32768,20480,70790.213,71488.045,71086.473,0.4245
pure,8,1,0.125,4.0,0,0,128,512,176,64.706,83.266,66.945,0.1206
pure,8,1,0.125,4.0,0,0,512,2048,704,94.338,183.973,116.643,0.2488
pure,8,1,0.125,4.0,0,0,2048,8192,2816,196.611,419.433,239.559,0.1927
pure,8,1,0.125,4.0,0,0,8192,32768,11264,561.994,1331.582,692.463,0.1695
mixed,8,1,0.125,4.0,16,0,128,512,176,60.129,111.33,109.251,0.9594
mixed,8,1,0.125,4.0,16,0,512,2048,704,132.515,328.552,324.359,0.9786
mixed,8,1,0.125,4.0,16,0,2048,8192,2816,436.97,1191.642,1184.793,0.9909
mixed,8,1,0.125,4.0,16,0,8192,32768,11264,1622.37,4639.075,4624.422,0.9951
mixed,8,1,0.125,4.0,16,512,128,512,176,111.043,112.992,111.33,0.1473
mixed,8,1,0.125,4.0,16,512,512,2048,704,131.554,329.126,324.425,0.9762
mixed,8,1,0.125,4.0,16,512,2048,8192,2816,436.553,1192.537,1182.264,0.9864
mixed,8,1,0.125,4.0,16,512,8192,32768,11264,1622.82,4639.619,4631.812,0.9974
mixed,8,1,0.125,4.0,16,2048,128,512,176,326.471,327.625,327.207,0.6378
mixed,8,1,0.125,4.0,16,2048,512,2048,704,326.63,329.735,328.326,0.5462
mixed,8,1,0.125,4.0,16,2048,2048,8192,2816,437.065,1193.69,1183.897,0.9871
mixed,8,1,0.125,4.0,16,2048,8192,32768,11264,1623.27,4639.844,4636.614,0.9989
mixed,8,1,0.125,4.0,16,8192,128,512,176,1189.882,1189.337,1188.858,
mixed,8,1,0.125,4.0,16,8192,512,2048,704,1188.12,1191.673,1191.674,1.0003
mixed,8,1,0.125,4.0,16,8192,2048,8192,2816,1193.786,1193.466,1193.018,
mixed,8,1,0.125,4.0,16,8192,8192,32768,11264,1622.404,4640.868,4634.499,0.9979
mixed,8,1,0.125,4.0,16,20480,128,512,176,2909.95,2915.391,2905.82,-0.7591
mixed,8,1,0.125,4.0,16,20480,512,2048,704,2915.229,2899.357,2912.735,
mixed,8,1,0.125,4.0,16,20480,2048,8192,2816,2911.551,2913.63,2916.287,2.278
mixed,8,1,0.125,4.0,16,20480,8192,32768,11264,2912.193,4646.182,4630.148,0.9908
mixed,8,1,0.125,4.0,64,0,128,512,176,60.866,112.579,110.785,0.9653
mixed,8,1,0.125,4.0,64,0,512,2048,704,134.179,329.928,326.279,0.9814
mixed,8,1,0.125,4.0,64,0,2048,8192,2816,438.281,1195.0,1185.593,0.9876
mixed,8,1,0.125,4.0,64,0,8192,32768,11264,1624.61,4644.548,4632.742,0.9961
mixed,8,1,0.125,4.0,64,512,128,512,176,113.697,115.715,115.396,0.8419
mixed,8,1,0.125,4.0,64,512,512,2048,704,133.348,330.377,326.15,0.9785
mixed,8,1,0.125,4.0,64,512,2048,8192,2816,438.249,1194.043,1182.297,0.9845
mixed,8,1,0.125,4.0,64,512,8192,32768,11264,1624.964,4643.717,4633.313,0.9966
mixed,8,1,0.125,4.0,64,2048,128,512,176,329.32,331.463,330.153,0.3887
mixed,8,1,0.125,4.0,64,2048,512,2048,704,330.247,332.295,330.951,0.3437
mixed,8,1,0.125,4.0,64,2048,2048,8192,2816,438.793,1193.56,1185.912,0.9899
mixed,8,1,0.125,4.0,64,2048,8192,32768,11264,1623.364,4645.092,4637.733,0.9976
mixed,8,1,0.125,4.0,64,8192,128,512,176,1192.091,1191.322,1193.434,
mixed,8,1,0.125,4.0,64,8192,512,2048,704,1193.241,1194.107,1194.969,1.9954
mixed,8,1,0.125,4.0,64,8192,2048,8192,2816,1194.457,1196.216,1195.032,0.3269
mixed,8,1,0.125,4.0,64,8192,8192,32768,11264,1624.07,4641.989,4631.395,0.9965
mixed,8,1,0.125,4.0,64,20480,128,512,176,2908.512,2915.455,2916.255,1.1152
mixed,8,1,0.125,4.0,64,20480,512,2048,704,2916.0,2912.447,2910.623,
mixed,8,1,0.125,4.0,64,20480,2048,8192,2816,2913.888,2919.487,2923.581,1.7312
mixed,8,1,0.125,4.0,64,20480,8192,32768,11264,2917.439,4646.053,4632.003,0.9919
mixed,8,1,0.125,4.0,256,0,128,512,176,65.152,116.93,114.082,0.945
mixed,8,1,0.125,4.0,256,0,512,2048,704,136.004,330.887,327.527,0.9828
mixed,8,1,0.125,4.0,256,0,2048,8192,2816,440.745,1195.45,1185.659,0.987
mixed,8,1,0.125,4.0,256,0,8192,32768,11264,1625.026,4642.404,4641.86,0.9998
mixed,8,1,0.125,4.0,256,512,128,512,176,135.331,136.355,134.819,-0.5
mixed,8,1,0.125,4.0,256,512,512,2048,704,136.61,332.134,327.783,0.9777
mixed,8,1,0.125,4.0,256,512,2048,8192,2816,440.041,1194.554,1183.801,0.9857
mixed,8,1,0.125,4.0,256,512,8192,32768,11264,1625.634,4644.579,4614.785,0.9901
mixed,8,1,0.125,4.0,256,2048,128,512,176,350.632,346.887,350.886,
mixed,8,1,0.125,4.0,256,2048,512,2048,704,346.759,348.455,346.536,-0.1315
mixed,8,1,0.125,4.0,256,2048,2048,8192,2816,440.682,1196.697,1185.049,0.9846
mixed,8,1,0.125,4.0,256,2048,8192,32768,11264,1625.188,4640.706,4636.643,0.9987
mixed,8,1,0.125,4.0,256,8192,128,512,176,1201.818,1201.244,1196.827,
mixed,8,1,0.125,4.0,256,8192,512,2048,704,1198.841,1203.322,1204.378,1.2357
mixed,8,1,0.125,4.0,256,8192,2048,8192,2816,1204.954,1206.715,1198.17,-3.8524
mixed,8,1,0.125,4.0,256,8192,8192,32768,11264,1625.218,4643.427,4620.26,0.9923
mixed,8,1,0.125,4.0,256,20480,128,512,176,2912.829,2912.223,2907.166,
mixed,8,1,0.125,4.0,256,20480,512,2048,704,2919.102,2918.238,2913.693,
mixed,8,1,0.125,4.0,256,20480,2048,8192,2816,2916.704,2910.877,2911.549,
mixed,8,1,0.125,4.0,256,20480,8192,32768,11264,2917.567,4644.035,4636.739,0.9958
mixed,8,1,0.125,4.0,1024,0,128,512,176,237.284,262.949,237.156,-0.005
mixed,8,1,0.125,4.0,1024,0,512,2048,704,262.534,454.633,422.952,0.8351
mixed,8,1,0.125,4.0,1024,0,2048,8192,2816,561.133,1302.588,1268.924,0.9546
mixed,8,1,0.125,4.0,1024,0,8192,32768,11264,1721.478,4694.376,4658.114,0.9878
mixed,8,1,0.125,4.0,1024,512,128,512,176,346.12,365.032,348.614,0.1319
mixed,8,1,0.125,4.0,1024,512,512,2048,704,377.961,533.836,454.858,0.4933
mixed,8,1,0.125,4.0,1024,512,2048,8192,2816,639.181,1387.132,1344.668,0.9432
mixed,8,1,0.125,4.0,1024,512,8192,32768,11264,1820.871,4844.425,4736.101,0.9642
mixed,8,1,0.125,4.0,1024,2048,128,512,176,555.34,614.829,561.87,0.1098
mixed,8,1,0.125,4.0,1024,2048,512,2048,704,632.204,790.032,668.494,0.2299
mixed,8,1,0.125,4.0,1024,2048,2048,8192,2816,851.602,1599.553,1522.883,0.8975
mixed,8,1,0.125,4.0,1024,2048,8192,32768,11264,2032.076,5060.78,4951.751,0.964
mixed,8,1,0.125,4.0,1024,8192,128,512,176,1401.281,1464.894,1407.196,0.093
mixed,8,1,0.125,4.0,1024,8192,512,2048,704,1481.568,1672.034,1513.855,0.1695
mixed,8,1,0.125,4.0,1024,8192,2048,8192,2816,1782.726,2498.229,1943.466,0.2247
mixed,8,1,0.125,4.0,1024,8192,8192,32768,11264,2883.005,5907.805,5850.366,0.981
mixed,8,1,0.125,4.0,1024,20480,128,512,176,3106.02,3164.931,3113.699,0.1303
mixed,8,1,0.125,4.0,1024,20480,512,2048,704,3190.885,3383.048,3223.078,0.1675
mixed,8,1,0.125,4.0,1024,20480,2048,8192,2816,3479.625,4230.586,3656.847,0.236
mixed,8,1,0.125,4.0,1024,20480,8192,32768,11264,4641.412,7620.706,7028.47,0.8012
mixed,8,1,0.125,4.0,4096,0,128,512,176,1609.753,1621.66,1608.762,-0.0832
mixed,8,1,0.125,4.0,4096,0,512,2048,704,1629.66,1723.39,1644.061,0.1536
mixed,8,1,0.125,4.0,4096,0,2048,8192,2816,1750.301,2635.756,2359.976,0.6885
mixed,8,1,0.125,4.0,4096,0,8192,32768,11264,3117.557,6147.751,5963.556,0.9392
mixed,8,1,0.125,4.0,4096,512,128,512,176,1905.887,1929.89,1907.361,0.0614
mixed,8,1,0.125,4.0,4096,512,512,2048,704,1937.377,2011.106,1938.212,0.0113
mixed,8,1,0.125,4.0,4096,512,2048,8192,2816,2061.476,2919.89,2570.603,0.5931
mixed,8,1,0.125,4.0,4096,512,8192,32768,11264,3415.064,6459.37,6237.991,0.9273
mixed,8,1,0.125,4.0,4096,2048,128,512,176,2818.511,2842.351,2817.615,-0.0376
mixed,8,1,0.125,4.0,4096,2048,512,2048,704,2842.706,2890.191,2843.794,0.0229
mixed,8,1,0.125,4.0,4096,2048,2048,8192,2816,2920.976,3646.782,3251.064,0.4548
mixed,8,1,0.125,4.0,4096,2048,8192,32768,11264,4210.951,7458.942,6961.078,0.8467
mixed,8,1,0.125,4.0,4096,8192,128,512,176,6304.108,6344.015,6303.918,-0.0048
mixed,8,1,0.125,4.0,4096,8192,512,2048,704,6360.619,6516.014,6363.691,0.0198
mixed,8,1,0.125,4.0,4096,8192,2048,8192,2816,6555.729,6711.091,6565.327,0.0618
mixed,8,1,0.125,4.0,4096,8192,8192,32768,11264,7152.89,10809.012,9732.614,0.7056
mixed,8,1,0.125,4.0,4096,20480,128,512,176,12996.985,13052.06,12999.23,0.0408
mixed,8,1,0.125,4.0,4096,20480,512,2048,704,13052.508,13225.788,13060.312,0.045
mixed,8,1,0.125,4.0,4096,20480,2048,8192,2816,13371.937,13363.07,13342.687,
mixed,8,1,0.125,4.0,4096,20480,8192,32768,11264,13510.632,16999.49,14758.679,0.3577
mixed,8,1,0.125,4.0,16384,0,128,512,176,18803.521,18842.016,18823.011,0.5063
mixed,8,1,0.125,4.0,16384,0,512,2048,704,18834.975,18928.163,18840.864,0.0632
mixed,8,1,0.125,4.0,16384,0,2048,8192,2816,18938.242,19196.615,18937.885,-0.0014
mixed,8,1,0.125,4.0,16384,0,8192,32768,11264,19404.46,23267.049,21797.204,0.6195
mixed,8,1,0.125,4.0,16384,512,128,512,176,19899.35,19899.376,19896.116,-124.3846
mixed,8,1,0.125,4.0,16384,512,512,2048,704,19917.204,19968.791,20173.531,4.9688
mixed,8,1,0.125,4.0,16384,512,2048,8192,2816,20001.528,20314.39,20021.752,0.0646
mixed,8,1,0.125,4.0,16384,512,8192,32768,11264,20478.684,24271.935,22820.866,0.6175
mixed,8,1,0.125,4.0,16384,2048,128,512,176,23202.482,23174.899,23202.697,
mixed,8,1,0.125,4.0,16384,2048,512,2048,704,23217.738,23255.38,23190.574,-0.7216
mixed,8,1,0.125,4.0,16384,2048,2048,8192,2816,23348.846,23576.536,23325.044,-0.1045
mixed,8,1,0.125,4.0,16384,2048,8192,32768,11264,23690.227,27474.388,25847.809,0.5702
mixed,8,1,0.125,4.0,16384,8192,128,512,176,36122.345,36115.078,36087.876,
mixed,8,1,0.125,4.0,16384,8192,512,2048,704,33254.142,33108.658,32965.56,
mixed,8,1,0.125,4.0,16384,8192,2048,8192,2816,33164.899,33392.454,36332.174,13.9187
mixed,8,1,0.125,4.0,16384,8192,8192,32768,11264,33832.762,36135.11,34532.878,0.3041
mixed,8,1,0.125,4.0,16384,20480,128,512,176,55345.367,54967.149,55006.13,
mixed,8,1,0.125,4.0,16384,20480,512,2048,704,54950.187,55210.465,55150.389,0.7692
mixed,8,1,0.125,4.0,16384,20480,2048,8192,2816,55284.797,55512.056,55301.816,0.0749
mixed,8,1,0.125,4.0,16384,20480,8192,32768,11264,55543.745,56751.671,55515.716,-0.0232
mixed,8,1,0.125,4.0,32768,0,128,512,176,62787.452,63098.181,62936.385,0.4793
mixed,8,1,0.125,4.0,32768,0,512,2048,704,63181.482,63093.705,63226.269,
mixed,8,1,0.125,4.0,32768,0,2048,8192,2816,63308.713,63565.967,63161.991,-0.5703
mixed,8,1,0.125,4.0,32768,0,8192,32768,11264,63727.217,65351.091,63897.336,0.1048
mixed,8,1,0.125,4.0,32768,512,128,512,176,64792.877,64680.909,64821.164,
mixed,8,1,0.125,4.0,32768,512,512,2048,704,65070.667,65111.916,65153.169,2.0001
mixed,8,1,0.125,4.0,32768,512,2048,8192,2816,64837.321,65424.306,65307.054,0.8002
mixed,8,1,0.125,4.0,32768,512,8192,32768,11264,65469.436,67644.629,65826.552,0.1642
mixed,8,1,0.125,4.0,32768,2048,128,512,176,70607.352,70792.724,70588.724,-0.1005
mixed,8,1,0.125,4.0,32768,2048,512,2048,704,71054.48,70778.687,70698.578,
mixed,8,1,0.125,4.0,32768,2048,2048,8192,2816,71007.59,71040.063,70633.943,-11.5064
mixed,8,1,0.125,4.0,32768,2048,8192,32768,11264,71209.159,73107.368,71537.546,0.173
pure,8,2,0.25,4.0,0,0,128,512,224,65.123,83.329,69.506,0.2407
pure,8,2,0.25,4.0,0,0,512,2048,896,101.954,165.444,123.138,0.3337
pure,8,2,0.25,4.0,0,0,2048,8192,3584,232.419,420.232,242.117,0.0516
pure,8,2,0.25,4.0,0,0,8192,32768,14336,648.044,1328.887,691.756,0.0642
mixed,8,2,0.25,4.0,16,0,128,512,224,61.249,111.011,110.115,0.982
mixed,8,2,0.25,4.0,16,0,512,2048,896,166.786,329.159,326.566,0.984
mixed,8,2,0.25,4.0,16,0,2048,8192,3584,544.362,1192.788,1189.269,0.9946
mixed,8,2,0.25,4.0,16,0,8192,32768,14336,2055.428,4639.089,4630.738,0.9968
mixed,8,2,0.25,4.0,16,512,128,512,224,110.626,112.706,111.3,0.324
mixed,8,2,0.25,4.0,16,512,512,2048,896,166.691,328.836,326.277,0.9842
mixed,8,2,0.25,4.0,16,512,2048,8192,3584,546.153,1192.118,1190.741,0.9979
mixed,8,2,0.25,4.0,16,512,8192,32768,14336,2053.764,4640.306,4632.242,0.9969
mixed,8,2,0.25,4.0,16,2048,128,512,224,326.406,328.422,327.398,0.4921
mixed,8,2,0.25,4.0,16,2048,512,2048,896,328.101,329.414,328.486,0.2932
mixed,8,2,0.25,4.0,16,2048,2048,8192,3584,545.066,1192.469,1190.709,0.9973
mixed,8,2,0.25,4.0,16,2048,8192,32768,14336,2053.764,4640.753,4628.467,0.9953
mixed,8,2,0.25,4.0,16,8192,128,512,224,1187.382,1188.149,1189.206,2.3781
mixed,8,2,0.25,4.0,16,8192,512,2048,896,1192.117,1191.573,1192.469,
mixed,8,2,0.25,4.0,16,8192,2048,8192,3584,1191.829,1193.621,1192.181,0.1964
